split,file,lpips
train,15561.tif,0.374863
train,15562.tif,0.273131
train,15563.tif,0.297017
train,15564.tif,0.324607
train,15565.tif,0.413028
train,15566.tif,0.344409
train,15567.tif,0.267205
train,15568.tif,0.262099
train,15569.tif,0.374922
train,1557.tif,0.381017
train,15570.tif,0.332058
train,15571.tif,0.314114
train,15572.tif,0.349623
train,15573.tif,0.345763
train,15574.tif,0.317994
train,15575.tif,0.40325
train,15576.tif,0.304336
train,15577.tif,0.321569
train,15578.tif,0.322578
train,15579.tif,0.351538
train,1558.tif,0.351246
train,15580.tif,0.339144
train,15581.tif,0.31922
train,15582.tif,0.364795
train,15583.tif,0.321606
train,15584.tif,0.345571
train,15585.tif,0.23148
train,15586.tif,0.322258
train,15587.tif,0.288824
train,15588.tif,0.361496
train,15589.tif,0.342894
train,1559.tif,0.398254
train,15590.tif,0.259127
train,15591.tif,0.372692
train,15592.tif,0.419123
train,15593.tif,0.249294
train,15594.tif,0.303075
train,15595.tif,0.285128
train,15596.tif,0.30129
train,15597.tif,0.331587
train,15598.tif,0.330546
train,15599.tif,0.3107
train,156.tif,0.362317
train,1560.tif,0.387523
train,15600.tif,0.391118
train,15601.tif,0.296383
train,15602.tif,0.302782
train,15603.tif,0.398667
train,15604.tif,0.294409
train,15605.tif,0.297188
train,15606.tif,0.385939
train,15607.tif,0.290112
train,15608.tif,0.271488
train,15609.tif,0.326729
train,1561.tif,0.418845
train,15610.tif,0.421782
train,15611.tif,0.322414
train,15612.tif,0.324823
train,15613.tif,0.347354
train,15614.tif,0.318512
train,15615.tif,0.303782
train,15616.tif,0.297011
train,15617.tif,0.312811
train,15618.tif,0.38302
train,15619.tif,0.308064
train,1562.tif,0.37173
train,15620.tif,0.3182
train,15621.tif,0.266086
train,15622.tif,0.34142
train,15623.tif,0.358717
train,15624.tif,0.29863
train,15625.tif,0.37925
train,15626.tif,0.296088
train,15627.tif,0.337422
train,15628.tif,0.32628
train,15629.tif,0.443317
train,1563.tif,0.416519
train,15630.tif,0.325823
train,15631.tif,0.291633
train,15632.tif,0.369631
train,15633.tif,0.297103
train,15634.tif,0.295262
train,15635.tif,0.327257
train,15636.tif,0.299783
train,15637.tif,0.317053
train,15638.tif,0.272152
train,15639.tif,0.295028
train,1564.tif,0.392877
train,15640.tif,0.271545
train,15641.tif,0.365157
train,15642.tif,0.338901
train,15643.tif,0.374034
train,15644.tif,0.254527
train,15645.tif,0.256829
train,15646.tif,0.333484
train,15647.tif,0.323993
train,15648.tif,0.38148
train,15649.tif,0.328881
train,1565.tif,0.338522
train,15650.tif,0.290759
train,15651.tif,0.309298
train,15652.tif,0.336041
train,15653.tif,0.270564
train,15654.tif,0.278191
train,15655.tif,0.284897
train,15656.tif,0.28531
train,15657.tif,0.327579
train,15658.tif,0.284521
train,15659.tif,0.378626
train,1566.tif,0.339768
train,15660.tif,0.336919
train,15661.tif,0.341819
train,15662.tif,0.334116
train,15663.tif,0.376749
train,15664.tif,0.301023
train,15665.tif,0.284378
train,15666.tif,0.364251
train,15667.tif,0.353072
train,15668.tif,0.334078
train,15669.tif,0.407079
train,1567.tif,0.302589
train,15670.tif,0.311149
train,15671.tif,0.326994
train,15672.tif,0.324204
train,15673.tif,0.312192
train,15674.tif,0.319708
train,15675.tif,0.316013
train,15676.tif,0.296982
train,15677.tif,0.300874
train,15678.tif,0.338658
train,15679.tif,0.353781
train,1568.tif,0.422222
train,15680.tif,0.285096
train,15681.tif,0.355118
train,15682.tif,0.339658
train,15683.tif,0.220028
train,15684.tif,0.341388
train,15685.tif,0.358658
train,15686.tif,0.281017
train,15687.tif,0.323693
train,15688.tif,0.388791
train,15689.tif,0.341762
train,1569.tif,0.370131
train,15690.tif,0.242668
train,15691.tif,0.301659
train,15692.tif,0.305672
train,15693.tif,0.348712
train,15694.tif,0.307937
train,15695.tif,0.298726
train,15696.tif,0.25296
train,15697.tif,0.325034
train,15698.tif,0.327552
train,15699.tif,0.369876
train,157.tif,0.323163
train,1570.tif,0.453163
train,15700.tif,0.281277
train,15701.tif,0.297791
train,15702.tif,0.297638
train,15703.tif,0.280877
train,15704.tif,0.391238
train,15705.tif,0.324777
train,15706.tif,0.385618
train,15707.tif,0.312794
train,15708.tif,0.287826
train,15709.tif,0.364027
train,1571.tif,0.297138
train,15710.tif,0.34841
train,15711.tif,0.332512
train,15712.tif,0.357438
train,15713.tif,0.313441
train,15714.tif,0.320935
train,15715.tif,0.361254
train,15716.tif,0.322174
train,15717.tif,0.314136
train,15718.tif,0.403144
train,15719.tif,0.333523
train,1572.tif,0.40978
train,15720.tif,0.393531
train,15721.tif,0.314805
train,15722.tif,0.350148
train,15723.tif,0.28173
train,15724.tif,0.290734
train,15725.tif,0.374424
train,15726.tif,0.276122
train,15727.tif,0.331819
train,15728.tif,0.30884
train,15729.tif,0.325619
train,1573.tif,0.355581
train,15730.tif,0.26966
train,15731.tif,0.292697
train,15732.tif,0.373871
train,15733.tif,0.331293
train,15734.tif,0.378831
train,15735.tif,0.287129
train,15736.tif,0.327509
train,15737.tif,0.312624
train,15738.tif,0.364229
train,15739.tif,0.382508
train,1574.tif,0.487673
train,15740.tif,0.363024
train,15741.tif,0.346444
train,15742.tif,0.312744
train,15743.tif,0.289302
train,15744.tif,0.330724
train,15745.tif,0.44165
train,15746.tif,0.350483
train,15747.tif,0.266171
train,15748.tif,0.404275
train,15749.tif,0.31617
train,1575.tif,0.441039
train,15750.tif,0.361122
train,15751.tif,0.343479
train,15752.tif,0.401125
train,15753.tif,0.300717
train,15754.tif,0.354935
train,15755.tif,0.30441
train,15756.tif,0.393047
train,15757.tif,0.349465
train,15758.tif,0.366385
train,15759.tif,0.34853
train,1576.tif,0.378719
train,15760.tif,0.36814
train,15761.tif,0.392529
train,15762.tif,0.459433
train,15763.tif,0.289816
train,15764.tif,0.378345
train,15765.tif,0.396007
train,15766.tif,0.37679
train,15767.tif,0.350024
train,15768.tif,0.309895
train,15769.tif,0.363573
train,1577.tif,0.36325
train,15770.tif,0.367412
train,15771.tif,0.348424
train,15772.tif,0.376289
train,15773.tif,0.35324
train,15774.tif,0.372049
train,15775.tif,0.363777
train,15776.tif,0.369889
train,15777.tif,0.25209
train,15778.tif,0.3951
train,15779.tif,0.307574
train,1578.tif,0.38821
train,15780.tif,0.352413
train,15781.tif,0.331874
train,15782.tif,0.382992
train,15783.tif,0.290767
train,15784.tif,0.320868
train,15785.tif,0.332283
train,15786.tif,0.301805
train,15787.tif,0.321253
train,15788.tif,0.379188
train,15789.tif,0.332325
train,1579.tif,0.393736
train,15790.tif,0.325259
train,15791.tif,0.291359
train,15792.tif,0.332582
train,15793.tif,0.381169
train,15794.tif,0.348421
train,15795.tif,0.416716
train,15796.tif,0.413487
train,15797.tif,0.31206
train,15798.tif,0.330317
train,15799.tif,0.327394
train,158.tif,0.358458
train,1580.tif,0.460682
train,15800.tif,0.340133
train,15801.tif,0.310774
train,15802.tif,0.397454
train,15803.tif,0.283364
train,15804.tif,0.388284
train,15805.tif,0.402714
train,15806.tif,0.280836
train,15807.tif,0.320608
train,15808.tif,0.326637
train,15809.tif,0.297423
train,1581.tif,0.41478
train,15810.tif,0.304072
train,15811.tif,0.283684
train,15812.tif,0.364261
train,15813.tif,0.311446
train,15814.tif,0.403862
train,15815.tif,0.336461
train,15816.tif,0.282247
train,15817.tif,0.284997
train,15818.tif,0.376954
train,15819.tif,0.396107
train,1582.tif,0.370054
train,15820.tif,0.360855
train,15821.tif,0.392081
train,15822.tif,0.375317
train,15823.tif,0.327512
train,15824.tif,0.358226
train,15825.tif,0.317424
train,15826.tif,0.359214
train,15827.tif,0.321836
train,15828.tif,0.350998
train,15829.tif,0.316706
train,1583.tif,0.374372
train,15830.tif,0.349383
train,15831.tif,0.391828
train,15832.tif,0.451122
train,15833.tif,0.382413
train,15834.tif,0.395012
train,15835.tif,0.403348
train,15836.tif,0.406018
train,15837.tif,0.379543
train,15838.tif,0.345203
train,15839.tif,0.268991
train,1584.tif,0.336665
train,15840.tif,0.315275
train,15841.tif,0.190491
train,15842.tif,0.312481
train,15843.tif,0.418062
train,15844.tif,0.296592
train,15845.tif,0.379426
train,15846.tif,0.278263
train,15847.tif,0.407698
train,15848.tif,0.344269
train,15849.tif,0.325848
train,1585.tif,0.385784
train,15850.tif,0.343132
train,15851.tif,0.304003
train,15852.tif,0.364205
train,15853.tif,0.34488
train,15854.tif,0.407715
train,15855.tif,0.357283
train,15856.tif,0.339312
train,15857.tif,0.316382
train,15858.tif,0.297611
train,15859.tif,0.400784
train,1586.tif,0.414479
train,15860.tif,0.307192
train,15861.tif,0.301709
train,15862.tif,0.249105
train,15863.tif,0.361125
train,15864.tif,0.288076
train,15865.tif,0.245511
train,15866.tif,0.560254
train,15867.tif,0.398135
train,15868.tif,0.30377
train,15869.tif,0.36069
train,1587.tif,0.374267
train,15870.tif,0.297995
train,15871.tif,0.372333
train,15872.tif,0.351545
train,15873.tif,0.360984
train,15874.tif,0.334075
train,15875.tif,0.35908
train,15876.tif,0.26775
train,15877.tif,0.415607
train,15878.tif,0.406831
train,15879.tif,0.31839
train,1588.tif,0.344094
train,15880.tif,0.355855
train,15881.tif,0.347575
train,15882.tif,0.387196
train,15883.tif,0.341071
train,15884.tif,0.331886
train,15885.tif,0.349097
train,15886.tif,0.338434
train,15887.tif,0.405112
train,15888.tif,0.296166
train,15889.tif,0.308909
train,1589.tif,0.370729
train,15890.tif,0.355786
train,15891.tif,0.299458
train,15892.tif,0.324355
train,15893.tif,0.324209
train,15894.tif,0.405559
train,15895.tif,0.317614
train,15896.tif,0.312508
train,15897.tif,0.322463
train,15898.tif,0.349863
train,15899.tif,0.30706
train,159.tif,0.43535
train,1590.tif,0.365118
train,15900.tif,0.319991
train,15901.tif,0.360827
train,15902.tif,0.335002
train,15903.tif,0.32645
train,15904.tif,0.377361
train,15905.tif,0.330798
train,15906.tif,0.308931
train,15907.tif,0.40569
train,15908.tif,0.29804
train,15909.tif,0.33879
train,1591.tif,0.345121
train,15910.tif,0.351026
train,15911.tif,0.382186
train,15912.tif,0.44672
train,15913.tif,0.341869
train,15914.tif,0.332904
train,15915.tif,0.308951
train,15916.tif,0.333424
train,15917.tif,0.260197
train,15918.tif,0.296687
train,15919.tif,0.36415
train,1592.tif,0.379247
train,15920.tif,0.324633
train,15921.tif,0.331946
train,15922.tif,0.393928
train,15923.tif,0.339511
train,15924.tif,0.370716
train,15925.tif,0.318331
train,15926.tif,0.313357
train,15927.tif,0.345758
train,15928.tif,0.325544
train,15929.tif,0.407925
train,1593.tif,0.320434
train,15930.tif,0.360623
train,15931.tif,0.38675
train,15932.tif,0.30131
train,15933.tif,0.379378
train,15934.tif,0.346372
train,15935.tif,0.366733
train,15936.tif,0.35085
train,15937.tif,0.304513
train,15938.tif,0.290239
train,15939.tif,0.306457
train,1594.tif,0.393892
train,15940.tif,0.398606
train,15941.tif,0.355428
train,15942.tif,0.357622
train,15943.tif,0.403469
train,15944.tif,0.358963
train,15945.tif,0.361623
train,15946.tif,0.362259
train,15947.tif,0.381175
train,15948.tif,0.320039
train,15949.tif,0.349824
train,1595.tif,0.394595
train,15950.tif,0.355885
train,15951.tif,0.340263
train,15952.tif,0.34696
train,15953.tif,0.349376
train,15954.tif,0.251845
train,15955.tif,0.320685
train,15956.tif,0.324387
train,15957.tif,0.339829
train,15958.tif,0.352041
train,15959.tif,0.452949
train,1596.tif,0.432287
train,15960.tif,0.316798
train,15961.tif,0.361467
train,15962.tif,0.311299
train,15963.tif,0.337167
train,15964.tif,0.327992
train,15965.tif,0.293813
train,15966.tif,0.389982
train,15967.tif,0.356549
train,15968.tif,0.351118
train,15969.tif,0.395259
train,1597.tif,0.372141
train,15970.tif,0.279094
train,15971.tif,0.319929
train,15972.tif,0.3833
train,15973.tif,0.362449
train,15974.tif,0.409514
train,15975.tif,0.274339
train,15976.tif,0.327234
train,15977.tif,0.533934
train,15978.tif,0.328449
train,15979.tif,0.350558
train,1598.tif,0.410124
train,15980.tif,0.318403
train,15981.tif,0.31274
train,15982.tif,0.313887
train,15983.tif,0.301232
train,15984.tif,0.400929
train,15985.tif,0.325565
train,15986.tif,0.286175
train,15987.tif,0.353378
train,15988.tif,0.365605
train,15989.tif,0.289581
train,1599.tif,0.330271
train,15990.tif,0.349175
train,15991.tif,0.351412
train,15992.tif,0.33167
train,15993.tif,0.385825
train,15994.tif,0.37
train,15995.tif,0.364664
train,15996.tif,0.367738
train,15997.tif,0.491408
train,15998.tif,0.358449
train,15999.tif,0.298032
train,16.tif,0.303528
train,160.tif,0.365453
train,1600.tif,0.321134
train,16000.tif,0.4
train,16001.tif,0.412734
train,16002.tif,0.364005
train,16003.tif,0.410158
train,16004.tif,0.3876
train,16005.tif,0.387594
train,16006.tif,0.349813
train,16007.tif,0.334633
train,16008.tif,0.380258
train,16009.tif,0.335828
train,1601.tif,0.330339
train,16010.tif,0.47857
train,16011.tif,0.284791
train,16012.tif,0.352156
train,16013.tif,0.362791
train,16014.tif,0.312304
train,16015.tif,0.343686
train,16016.tif,0.313369
train,16017.tif,0.358788
train,16018.tif,0.342388
train,16019.tif,0.313452
train,1602.tif,0.372273
train,16020.tif,0.329157
train,16021.tif,0.333079
train,16022.tif,0.363846
train,16023.tif,0.349556
train,16024.tif,0.375521
train,16025.tif,0.290504
train,16026.tif,0.308392
train,16027.tif,0.335286
train,16028.tif,0.30799
train,16029.tif,0.333073
train,1603.tif,0.417272
train,16030.tif,0.278416
train,16031.tif,0.436063
train,16032.tif,0.302019
train,16033.tif,0.350701
train,16034.tif,0.276455
train,16035.tif,0.25883
train,16036.tif,0.321253
train,16037.tif,0.334656
train,16038.tif,0.367085
train,16039.tif,0.262746
train,1604.tif,0.416409
train,16040.tif,0.367537
train,16041.tif,0.297778
train,16042.tif,0.291584
train,16043.tif,0.279622
train,16044.tif,0.337459
train,16045.tif,0.323123
train,16046.tif,0.298971
train,16047.tif,0.350858
train,16048.tif,0.362762
train,16049.tif,0.272435
train,1605.tif,0.383246
train,16050.tif,0.353354
train,16051.tif,0.308377
train,16052.tif,0.366545
train,16053.tif,0.358888
train,16054.tif,0.473418
train,16055.tif,0.30874
train,16056.tif,0.385424
train,16057.tif,0.274334
train,16058.tif,0.292878
train,16059.tif,0.301472
train,1606.tif,0.300011
train,16060.tif,0.376999
train,16061.tif,0.274976
train,16062.tif,0.385036
train,16063.tif,0.388174
train,16064.tif,0.300919
train,16065.tif,0.308229
train,16066.tif,0.329921
train,16067.tif,0.313138
train,16068.tif,0.315308
train,16069.tif,0.373463
train,1607.tif,0.381205
train,16070.tif,0.411312
train,16071.tif,0.418437
train,16072.tif,0.337181
train,16073.tif,0.393548
train,16074.tif,0.409234
train,16075.tif,0.361566
train,16076.tif,0.365257
train,16077.tif,0.324496
train,16078.tif,0.325465
train,16079.tif,0.401549
train,1608.tif,0.368574
train,16080.tif,0.319031
train,16081.tif,0.343678
train,16082.tif,0.301331
train,16083.tif,0.333141
train,16084.tif,0.315528
train,16085.tif,0.308505
train,16086.tif,0.307703
train,16087.tif,0.337008
train,16088.tif,0.325725
train,16089.tif,0.372863
train,1609.tif,0.440573
train,16090.tif,0.294272
train,16091.tif,0.350821
train,16092.tif,0.362435
train,16093.tif,0.318835
train,16094.tif,0.363923
train,16095.tif,0.243171
train,16096.tif,0.368241
train,16097.tif,0.352748
train,16098.tif,0.34483
train,16099.tif,0.361154
train,161.tif,0.300101
train,1610.tif,0.372089
train,16100.tif,0.277269
train,16101.tif,0.320608
train,16102.tif,0.324648
train,16103.tif,0.378446
train,16104.tif,0.357176
train,16105.tif,0.329941
train,16106.tif,0.296751
train,16107.tif,0.453291
train,16108.tif,0.356537
train,16109.tif,0.40216
train,1611.tif,0.410566
train,16110.tif,0.41116
train,16111.tif,0.413326
train,16112.tif,0.364243
train,16113.tif,0.394242
train,16114.tif,0.291052
train,16115.tif,0.362556
train,16116.tif,0.308741
train,16117.tif,0.344715
train,16118.tif,0.384547
train,16119.tif,0.401879
train,1612.tif,0.367781
train,16120.tif,0.343127
train,16121.tif,0.368872
train,16122.tif,0.399109
train,16123.tif,0.363531
train,16124.tif,0.396371
train,16125.tif,0.333526
train,16126.tif,0.311175
train,16127.tif,0.367421
train,16128.tif,0.310665
train,16129.tif,0.401547
train,1613.tif,0.330793
train,16130.tif,0.363506
train,16131.tif,0.337786
train,16132.tif,0.348065
train,16133.tif,0.330594
train,16134.tif,0.416965
train,16135.tif,0.349548
train,16136.tif,0.240445
train,16137.tif,0.332233
train,16138.tif,0.357269
train,16139.tif,0.38485
train,1614.tif,0.440829
train,16140.tif,0.322571
train,16141.tif,0.304187
train,16142.tif,0.433284
train,16143.tif,0.416323
train,16144.tif,0.339309
train,16145.tif,0.36218
train,16146.tif,0.407107
train,16147.tif,0.277434
train,16148.tif,0.273028
train,16149.tif,0.259075
train,1615.tif,0.349924
train,16150.tif,0.310969
train,16151.tif,0.312071
train,16152.tif,0.396118
train,16153.tif,0.375267
train,16154.tif,0.383241
train,16155.tif,0.333812
train,16156.tif,0.361308
train,16157.tif,0.341828
train,16158.tif,0.26362
train,16159.tif,0.32118
train,1616.tif,0.391421
train,16160.tif,0.292714
train,16161.tif,0.353213
train,16162.tif,0.326982
train,16163.tif,0.302524
train,16164.tif,0.317635
train,16165.tif,0.283088
train,16166.tif,0.406041
train,16167.tif,0.383095
train,16168.tif,0.337889
train,16169.tif,0.317043
train,1617.tif,0.343813
train,16170.tif,0.280963
train,16171.tif,0.361597
train,16172.tif,0.379988
train,16173.tif,0.25901
train,16174.tif,0.346473
train,16175.tif,0.356064
train,16176.tif,0.363999
train,16177.tif,0.352708
train,16178.tif,0.307142
train,16179.tif,0.334584
train,1618.tif,0.402693
train,16180.tif,0.317796
train,16181.tif,0.339921
train,16182.tif,0.268161
train,16183.tif,0.40035
train,16184.tif,0.325508
train,16185.tif,0.318591
train,16186.tif,0.312808
train,16187.tif,0.374857
train,16188.tif,0.332145
train,16189.tif,0.331532
train,1619.tif,0.38039
train,16190.tif,0.391252
train,16191.tif,0.367602
train,16192.tif,0.33103
train,16193.tif,0.332511
train,16194.tif,0.404979
train,16195.tif,0.377724
train,16196.tif,0.317821
train,16197.tif,0.334227
train,16198.tif,0.342875
train,16199.tif,0.288803
train,162.tif,0.405853
train,1620.tif,0.414196
train,16200.tif,0.303109
train,16201.tif,0.392179
train,16202.tif,0.402027
train,16203.tif,0.30466
train,16204.tif,0.292829
train,16205.tif,0.343233
train,16206.tif,0.398075
train,16207.tif,0.364699
train,16208.tif,0.352061
train,16209.tif,0.371786
train,1621.tif,0.387513
train,16210.tif,0.375533
train,16211.tif,0.280671
train,16212.tif,0.27068
train,16213.tif,0.351879
train,16214.tif,0.326893
train,16215.tif,0.399474
train,16216.tif,0.311143
train,16217.tif,0.341284
train,16218.tif,0.366622
train,16219.tif,0.267108
train,1622.tif,0.371112
train,16220.tif,0.395073
train,16221.tif,0.356975
train,16222.tif,0.365176
train,16223.tif,0.383808
train,16224.tif,0.369923
train,16225.tif,0.304532
train,16226.tif,0.330868
train,16227.tif,0.413478
train,16228.tif,0.31486
train,16229.tif,0.390045
train,1623.tif,0.463941
train,16230.tif,0.344992
train,16231.tif,0.342647
train,16232.tif,0.390412
train,16233.tif,0.417253
train,16234.tif,0.338793
train,16235.tif,0.343204
train,16236.tif,0.484464
train,16237.tif,0.382952
train,16238.tif,0.318762
train,16239.tif,0.322779
train,1624.tif,0.339775
train,16240.tif,0.314458
train,16241.tif,0.371064
train,16242.tif,0.333734
train,16243.tif,0.344071
train,16244.tif,0.329535
train,16245.tif,0.362752
train,16246.tif,0.230556
train,16247.tif,0.27475
train,16248.tif,0.294243
train,16249.tif,0.322694
train,1625.tif,0.405656
train,16250.tif,0.423428
train,16251.tif,0.336312
train,16252.tif,0.335197
train,16253.tif,0.306461
train,16254.tif,0.408784
train,16255.tif,0.283948
train,16256.tif,0.331375
train,16257.tif,0.445543
train,16258.tif,0.295648
train,16259.tif,0.270397
train,1626.tif,0.384424
train,16260.tif,0.372406
train,16261.tif,0.311125
train,16262.tif,0.296978
train,16263.tif,0.35187
train,16264.tif,0.279521
train,16265.tif,0.352731
train,16266.tif,0.350627
train,16267.tif,0.434978
train,16268.tif,0.470693
train,16269.tif,0.314338
train,1627.tif,0.390139
train,16270.tif,0.301946
train,16271.tif,0.34353
train,16272.tif,0.405607
train,16273.tif,0.312725
train,16274.tif,0.287323
train,16275.tif,0.31395
train,16276.tif,0.374841
train,16277.tif,0.38085
train,16278.tif,0.363031
train,16279.tif,0.361294
train,1628.tif,0.376054
train,16280.tif,0.310781
train,16281.tif,0.324162
train,16282.tif,0.3293
train,16283.tif,0.318593
train,16284.tif,0.338335
train,16285.tif,0.330471
train,16286.tif,0.50615
train,16287.tif,0.345038
train,16288.tif,0.420623
train,16289.tif,0.401865
train,1629.tif,0.392716
train,16290.tif,0.287769
train,16291.tif,0.357469
train,16292.tif,0.422223
train,16293.tif,0.39528
train,16294.tif,0.381884
train,16295.tif,0.344215
train,16296.tif,0.322208
train,16297.tif,0.384745
train,16298.tif,0.285718
train,16299.tif,0.31879
train,163.tif,0.350384
train,1630.tif,0.38931
train,16300.tif,0.357372
train,16301.tif,0.35856
train,16302.tif,0.303162
train,16303.tif,0.381493
train,16304.tif,0.342974
train,16305.tif,0.289189
train,16306.tif,0.378971
train,16307.tif,0.334443
train,16308.tif,0.33086
train,16309.tif,0.446077
train,1631.tif,0.366395
train,16310.tif,0.355789
train,16311.tif,0.376687
train,16312.tif,0.357832
train,16313.tif,0.399039
train,16314.tif,0.373502
train,16315.tif,0.400963
train,16316.tif,0.401297
train,16317.tif,0.316684
train,16318.tif,0.373567
train,16319.tif,0.425653
train,1632.tif,0.359361
train,16320.tif,0.385274
train,16321.tif,0.408667
train,16322.tif,0.335374
train,16323.tif,0.281997
train,16324.tif,0.293863
train,16325.tif,0.368357
train,16326.tif,0.306252
train,16327.tif,0.320023
train,16328.tif,0.291249
train,16329.tif,0.442278
train,1633.tif,0.409625
train,16330.tif,0.361388
train,16331.tif,0.380137
train,16332.tif,0.416371
train,16333.tif,0.320143
train,16334.tif,0.267691
train,16335.tif,0.338373
train,16336.tif,0.365079
train,16337.tif,0.341627
train,16338.tif,0.353253
train,16339.tif,0.409795
train,1634.tif,0.353369
train,16340.tif,0.283939
train,16341.tif,0.29989
train,16342.tif,0.43772
train,16343.tif,0.414004
train,16344.tif,0.431374
train,16345.tif,0.343466
train,16346.tif,0.302058
train,16347.tif,0.414682
train,16348.tif,0.477291
train,16349.tif,0.360832
train,1635.tif,0.406396
train,16350.tif,0.304816
train,16351.tif,0.354996
train,16352.tif,0.389252
train,16353.tif,0.329544
train,16354.tif,0.358793
train,16355.tif,0.375485
train,16356.tif,0.384882
train,16357.tif,0.438699
train,16358.tif,0.473234
train,16359.tif,0.437877
train,1636.tif,0.389946
train,16360.tif,0.340252
train,16361.tif,0.293646
train,16362.tif,0.373211
train,16363.tif,0.339827
train,16364.tif,0.311207
train,16365.tif,0.366155
train,16366.tif,0.258573
train,16367.tif,0.295711
train,16368.tif,0.367014
train,16369.tif,0.351314
train,1637.tif,0.33574
train,16370.tif,0.407073
train,16371.tif,0.351138
train,16372.tif,0.299496
train,16373.tif,0.370847
train,16374.tif,0.294468
train,16375.tif,0.320256
train,16376.tif,0.356962
train,16377.tif,0.287116
train,16378.tif,0.293328
train,16379.tif,0.382692
train,1638.tif,0.356176
train,16380.tif,0.358124
train,16381.tif,0.348517
train,16382.tif,0.295374
train,16383.tif,0.317411
train,16384.tif,0.435859
train,16385.tif,0.393595
train,16386.tif,0.297262
train,16387.tif,0.380362
train,16388.tif,0.320758
train,16389.tif,0.314517
train,1639.tif,0.346194
train,16390.tif,0.462226
train,16391.tif,0.374482
train,16392.tif,0.404807
train,16393.tif,0.299053
train,16394.tif,0.418611
train,16395.tif,0.329284
train,16396.tif,0.398703
train,16397.tif,0.341353
train,16398.tif,0.394626
train,16399.tif,0.333168
train,164.tif,0.363768
train,1640.tif,0.424905
train,16400.tif,0.331599
train,16401.tif,0.323701
train,16402.tif,0.330606
train,16403.tif,0.331312
train,16404.tif,0.300002
train,16405.tif,0.324546
train,16406.tif,0.558879
train,16407.tif,0.29893
train,16408.tif,0.375823
train,16409.tif,0.312065
train,1641.tif,0.410203
train,16410.tif,0.347729
train,16411.tif,0.309026
train,16412.tif,0.338879
train,16413.tif,0.353774
train,16414.tif,0.301197
train,16415.tif,0.390375
train,16416.tif,0.334215
train,16417.tif,0.291509
train,16418.tif,0.302117
train,16419.tif,0.343635
train,1642.tif,0.34106
train,16420.tif,0.331228
train,16421.tif,0.418322
train,16422.tif,0.298958
train,16423.tif,0.283923
train,16424.tif,0.370748
train,16425.tif,0.333839
train,16426.tif,0.236501
train,16427.tif,0.325956
train,16428.tif,0.451733
train,16429.tif,0.317059
train,1643.tif,0.413708
train,16430.tif,0.39838
train,16431.tif,0.314751
train,16432.tif,0.317119
train,16433.tif,0.318309
train,16434.tif,0.270321
train,16435.tif,0.327123
train,16436.tif,0.377441
train,16437.tif,0.379892
train,16438.tif,0.313675
train,16439.tif,0.426744
train,1644.tif,0.428571
train,16440.tif,0.314245
train,16441.tif,0.315869
train,16442.tif,0.340485
train,16443.tif,0.325918
train,16444.tif,0.357952
train,16445.tif,0.281186
train,16446.tif,0.423414
train,16447.tif,0.346214
train,16448.tif,0.310684
train,16449.tif,0.395606
train,1645.tif,0.385559
train,16450.tif,0.365832
train,16451.tif,0.328062
train,16452.tif,0.345027
train,16453.tif,0.344303
train,16454.tif,0.298255
train,16455.tif,0.320885
train,16456.tif,0.406341
train,16457.tif,0.388765
train,16458.tif,0.34971
train,16459.tif,0.353529
train,1646.tif,0.368712
train,16460.tif,0.382039
train,16461.tif,0.298859
train,16462.tif,0.32264
train,16463.tif,0.310947
train,16464.tif,0.388932
train,16465.tif,0.368661
train,16466.tif,0.325099
train,16467.tif,0.290472
train,16468.tif,0.34433
train,16469.tif,0.436009
train,1647.tif,0.349499
train,16470.tif,0.27716
train,16471.tif,0.432334
train,16472.tif,0.358699
train,16473.tif,0.38184
train,16474.tif,0.27447
train,16475.tif,0.446159
train,16476.tif,0.315155
train,16477.tif,0.283849
train,16478.tif,0.353009
train,16479.tif,0.438403
train,1648.tif,0.377985
train,16480.tif,0.431595
train,16481.tif,0.364685
train,16482.tif,0.297304
train,16483.tif,0.322914
train,16484.tif,0.374632
train,16485.tif,0.334126
train,16486.tif,0.295624
train,16487.tif,0.338143
train,16488.tif,0.288783
train,16489.tif,0.250792
train,1649.tif,0.307359
train,16490.tif,0.392732
train,16491.tif,0.41979
train,16492.tif,0.311078
train,16493.tif,0.323852
train,16494.tif,0.376651
train,16495.tif,0.432925
train,16496.tif,0.428606
train,16497.tif,0.328048
train,16498.tif,0.334029
train,16499.tif,0.323063
train,165.tif,0.345654
train,1650.tif,0.393364
train,16500.tif,0.305336
train,16501.tif,0.336648
train,16502.tif,0.3163
train,16503.tif,0.382653
train,16504.tif,0.295942
train,16505.tif,0.385053
train,16506.tif,0.301516
train,16507.tif,0.315627
train,16508.tif,0.38372
train,16509.tif,0.334299
train,1651.tif,0.363388
train,16510.tif,0.285115
train,16511.tif,0.354977
train,16512.tif,0.297565
train,16513.tif,0.361322
train,16514.tif,0.361389
train,16515.tif,0.383138
train,16516.tif,0.357657
train,16517.tif,0.294712
train,16518.tif,0.359542
train,16519.tif,0.323485
train,1652.tif,0.368463
train,16520.tif,0.324151
train,16521.tif,0.382581
train,16522.tif,0.362344
train,16523.tif,0.300822
train,16524.tif,0.32192
train,16525.tif,0.346488
train,16526.tif,0.348938
train,16527.tif,0.269295
train,16528.tif,0.383128
train,16529.tif,0.375083
train,1653.tif,0.305957
