split,file,lpips
train,6373.tif,0.270958
train,6374.tif,0.256283
train,6375.tif,0.290045
train,6376.tif,0.322879
train,6377.tif,0.28281
train,6378.tif,0.290129
train,6379.tif,0.27581
train,638.tif,0.351791
train,6380.tif,0.297375
train,6381.tif,0.369795
train,6382.tif,0.381938
train,6383.tif,0.315751
train,6384.tif,0.2737
train,6385.tif,0.311202
train,6386.tif,0.417767
train,6387.tif,0.313396
train,6388.tif,0.389468
train,6389.tif,0.312889
train,639.tif,0.360215
train,6390.tif,0.272475
train,6391.tif,0.38034
train,6392.tif,0.316295
train,6393.tif,0.291649
train,6394.tif,0.345891
train,6395.tif,0.362031
train,6396.tif,0.301261
train,6397.tif,0.369243
train,6398.tif,0.260309
train,6399.tif,0.360086
train,64.tif,0.421805
train,640.tif,0.378765
train,6400.tif,0.374239
train,6401.tif,0.334965
train,6402.tif,0.344814
train,6403.tif,0.296352
train,6404.tif,0.340735
train,6405.tif,0.349756
train,6406.tif,0.295936
train,6407.tif,0.336884
train,6408.tif,0.293403
train,6409.tif,0.408509
train,641.tif,0.376458
train,6410.tif,0.436515
train,6411.tif,0.27182
train,6412.tif,0.298783
train,6413.tif,0.31728
train,6414.tif,0.320588
train,6415.tif,0.607364
train,6416.tif,0.417308
train,6417.tif,0.453874
train,6418.tif,0.361279
train,6419.tif,0.290452
train,642.tif,0.380831
train,6420.tif,0.2428
train,6421.tif,0.331059
train,6422.tif,0.327747
train,6423.tif,0.291127
train,6424.tif,0.402533
train,6425.tif,0.34491
train,6426.tif,0.415882
train,6427.tif,0.376703
train,6428.tif,0.288743
train,6429.tif,0.353883
train,643.tif,0.382403
train,6430.tif,0.295044
train,6431.tif,0.312523
train,6432.tif,0.222564
train,6433.tif,0.328505
train,6434.tif,0.297
train,6435.tif,0.237962
train,6436.tif,0.358475
train,6437.tif,0.292759
train,6438.tif,0.358042
train,6439.tif,0.346732
train,644.tif,0.322166
train,6440.tif,0.371248
train,6441.tif,0.317089
train,6442.tif,0.368656
train,6443.tif,0.354751
train,6444.tif,0.316538
train,6445.tif,0.300649
train,6446.tif,0.387795
train,6447.tif,0.365048
train,6448.tif,0.31947
train,6449.tif,0.370084
train,645.tif,0.358011
train,6450.tif,0.384357
train,6451.tif,0.429891
train,6452.tif,0.318927
train,6453.tif,0.304511
train,6454.tif,0.258612
train,6455.tif,0.340852
train,6456.tif,0.328419
train,6457.tif,0.401147
train,6458.tif,0.379406
train,6459.tif,0.451272
train,646.tif,0.350057
train,6460.tif,0.41965
train,6461.tif,0.475614
train,6462.tif,0.246942
train,6463.tif,0.453545
train,6464.tif,0.376355
train,6465.tif,0.385545
train,6466.tif,0.357379
train,6467.tif,0.319069
train,6468.tif,0.436657
train,6469.tif,0.359573
train,647.tif,0.350624
train,6470.tif,0.281806
train,6471.tif,0.427846
train,6472.tif,0.397748
train,6473.tif,0.36924
train,6474.tif,0.363035
train,6475.tif,0.307971
train,6476.tif,0.292608
train,6477.tif,0.357022
train,6478.tif,0.405211
train,6479.tif,0.363483
train,648.tif,0.371386
train,6480.tif,0.32963
train,6481.tif,0.412176
train,6482.tif,0.389617
train,6483.tif,0.335698
train,6484.tif,0.345175
train,6485.tif,0.339135
train,6486.tif,0.307658
train,6487.tif,0.367255
train,6488.tif,0.331497
train,6489.tif,0.2891
train,649.tif,0.326062
train,6490.tif,0.334278
train,6491.tif,0.253184
train,6492.tif,0.41897
train,6493.tif,0.357764
train,6494.tif,0.422459
train,6495.tif,0.309401
train,6496.tif,0.323377
train,6497.tif,0.323564
train,6498.tif,0.314662
train,6499.tif,0.329536
train,65.tif,0.392714
train,650.tif,0.358486
train,6500.tif,0.330386
train,6501.tif,0.362221
train,6502.tif,0.353627
train,6503.tif,0.421296
train,6504.tif,0.363688
train,6505.tif,0.315255
train,6506.tif,0.424091
train,6507.tif,0.349963
train,6508.tif,0.353406
train,6509.tif,0.348876
train,651.tif,0.376805
train,6510.tif,0.372017
train,6511.tif,0.361953
train,6512.tif,0.408104
train,6513.tif,0.390948
train,6514.tif,0.318542
train,6515.tif,0.278018
train,6516.tif,0.485393
train,6517.tif,0.416866
train,6518.tif,0.299746
train,6519.tif,0.297271
train,652.tif,0.431871
train,6520.tif,0.273737
train,6521.tif,0.380721
train,6522.tif,0.351553
train,6523.tif,0.349388
train,6524.tif,0.301844
train,6525.tif,0.436734
train,6526.tif,0.395356
train,6527.tif,0.391925
train,6528.tif,0.38632
train,6529.tif,0.372557
train,653.tif,0.408135
train,6530.tif,0.369234
train,6531.tif,0.314707
train,6532.tif,0.332732
train,6533.tif,0.359319
train,6534.tif,0.387476
train,6535.tif,0.37843
train,6536.tif,0.63391
train,6537.tif,0.319383
train,6538.tif,0.258249
train,6539.tif,0.350895
train,654.tif,0.321456
train,6540.tif,0.261573
train,6541.tif,0.312095
train,6542.tif,0.170739
train,6543.tif,0.402882
train,6544.tif,0.393683
train,6545.tif,0.290767
train,6546.tif,0.372367
train,6547.tif,0.279847
train,6548.tif,0.338661
train,6549.tif,0.303518
train,655.tif,0.368549
train,6550.tif,0.341273
train,6551.tif,0.357492
train,6552.tif,0.351997
train,6553.tif,0.283431
train,6554.tif,0.277209
train,6555.tif,0.36071
train,6556.tif,0.332748
train,6557.tif,0.312319
train,6558.tif,0.406984
train,6559.tif,0.275832
train,656.tif,0.328196
train,6560.tif,0.374912
train,6561.tif,0.338849
train,6562.tif,0.252332
train,6563.tif,0.35449
train,6564.tif,0.309232
train,6565.tif,0.327039
train,6566.tif,0.386872
train,6567.tif,0.396603
train,6568.tif,0.452662
train,6569.tif,0.260816
train,657.tif,0.353091
train,6570.tif,0.372299
train,6571.tif,0.369479
train,6572.tif,0.397052
train,6573.tif,0.309587
train,6574.tif,0.356554
train,6575.tif,0.347998
train,6576.tif,0.331782
train,6577.tif,0.340899
train,6578.tif,0.299534
train,6579.tif,0.370893
train,658.tif,0.362283
train,6580.tif,0.405457
train,6581.tif,0.304113
train,6582.tif,0.461366
train,6583.tif,0.386746
train,6584.tif,0.279678
train,6585.tif,0.391222
train,6586.tif,0.287811
train,6587.tif,0.329795
train,6588.tif,0.364805
train,6589.tif,0.40697
train,659.tif,0.387158
train,6590.tif,0.40606
train,6591.tif,0.416076
train,6592.tif,0.305277
train,6593.tif,0.443026
train,6594.tif,0.412999
train,6595.tif,0.325727
train,6596.tif,0.332997
train,6597.tif,0.303489
train,6598.tif,0.335215
train,6599.tif,0.314749
train,66.tif,0.324715
train,660.tif,0.349908
train,6600.tif,0.416144
train,6601.tif,0.347706
train,6602.tif,0.336307
train,6603.tif,0.355531
train,6604.tif,0.295318
train,6605.tif,0.421879
train,6606.tif,0.336248
train,6607.tif,0.344018
train,6608.tif,0.427019
train,6609.tif,0.30453
train,661.tif,0.411784
train,6610.tif,0.351578
train,6611.tif,0.267824
train,6612.tif,0.309272
train,6613.tif,0.394967
train,6614.tif,0.387385
train,6615.tif,0.232315
train,6616.tif,0.36747
train,6617.tif,0.220619
train,6618.tif,0.343546
train,6619.tif,0.453628
train,662.tif,0.360221
train,6620.tif,0.324164
train,6621.tif,0.341469
train,6622.tif,0.349832
train,6623.tif,0.318283
train,6624.tif,0.320648
train,6625.tif,0.326059
train,6626.tif,0.374963
train,6627.tif,0.398242
train,6628.tif,0.321399
train,6629.tif,0.35385
train,663.tif,0.471548
train,6630.tif,0.380666
train,6631.tif,0.445817
train,6632.tif,0.336271
train,6633.tif,0.278934
train,6634.tif,0.415904
train,6635.tif,0.30504
train,6636.tif,0.385589
train,6637.tif,0.348263
train,6638.tif,0.390134
train,6639.tif,0.372642
train,664.tif,0.427265
train,6640.tif,0.432118
train,6641.tif,0.352709
train,6642.tif,0.301201
train,6643.tif,0.248909
train,6644.tif,0.288171
train,6645.tif,0.315819
train,6646.tif,0.361454
train,6647.tif,0.377225
train,6648.tif,0.389874
train,6649.tif,0.309663
train,665.tif,0.355056
train,6650.tif,0.291365
train,6651.tif,0.449996
train,6652.tif,0.406565
train,6653.tif,0.40486
train,6654.tif,0.327309
train,6655.tif,0.363312
train,6656.tif,0.290231
train,6657.tif,0.229595
train,6658.tif,0.358313
train,6659.tif,0.403439
train,666.tif,0.354606
train,6660.tif,0.364456
train,6661.tif,0.382871
train,6662.tif,0.339306
train,6663.tif,0.262717
train,6664.tif,0.403362
train,6665.tif,0.257564
train,6666.tif,0.347768
train,6667.tif,0.375798
train,6668.tif,0.304552
train,6669.tif,0.37849
train,667.tif,0.39032
train,6670.tif,0.342543
train,6671.tif,0.383385
train,6672.tif,0.451602
train,6673.tif,0.364339
train,6674.tif,0.404638
train,6675.tif,0.330552
train,6676.tif,0.381736
train,6677.tif,0.321388
train,6678.tif,0.414255
train,6679.tif,0.326847
train,668.tif,0.349105
train,6680.tif,0.415442
train,6681.tif,0.303198
train,6682.tif,0.391996
train,6683.tif,0.37363
train,6684.tif,0.373114
train,6685.tif,0.407099
train,6686.tif,0.356331
train,6687.tif,0.345858
train,6688.tif,0.369972
train,6689.tif,0.344774
train,669.tif,0.36476
train,6690.tif,0.354673
train,6691.tif,0.401884
train,6692.tif,0.402951
train,6693.tif,0.33531
train,6694.tif,0.286554
train,6695.tif,0.364834
train,6696.tif,0.392949
train,6697.tif,0.423181
train,6698.tif,0.25987
train,6699.tif,0.245116
train,67.tif,0.439274
train,670.tif,0.406856
train,6700.tif,0.29053
train,6701.tif,0.412131
train,6702.tif,0.360124
train,6703.tif,0.246601
train,6704.tif,0.388822
train,6705.tif,0.390173
train,6706.tif,0.376791
train,6707.tif,0.373117
train,6708.tif,0.349788
train,6709.tif,0.293073
train,671.tif,0.370999
train,6710.tif,0.322154
train,6711.tif,0.378523
train,6712.tif,0.251438
train,6713.tif,0.339936
train,6714.tif,0.404529
train,6715.tif,0.322327
train,6716.tif,0.36185
train,6717.tif,0.395412
train,6718.tif,0.226423
train,6719.tif,0.339603
train,672.tif,0.411724
train,6720.tif,0.352997
train,6721.tif,0.299325
train,6722.tif,0.295175
train,6723.tif,0.418289
train,6724.tif,0.403246
train,6725.tif,0.352908
train,6726.tif,0.349879
train,6727.tif,0.386629
train,6728.tif,0.394574
train,6729.tif,0.321035
train,673.tif,0.423973
train,6730.tif,0.272002
train,6731.tif,0.368302
train,6732.tif,0.302313
train,6733.tif,0.271428
train,6734.tif,0.33657
train,6735.tif,0.283026
train,6736.tif,0.263265
train,6737.tif,0.328523
train,6738.tif,0.337733
train,6739.tif,0.297572
train,674.tif,0.309826
train,6740.tif,0.275475
train,6741.tif,0.351596
train,6742.tif,0.379724
train,6743.tif,0.314145
train,6744.tif,0.365282
train,6745.tif,0.366893
train,6746.tif,0.363709
train,6747.tif,0.354693
train,6748.tif,0.4258
train,6749.tif,0.376895
train,675.tif,0.444937
train,6750.tif,0.497889
train,6751.tif,0.278494
train,6752.tif,0.345162
train,6753.tif,0.347152
train,6754.tif,0.372203
train,6755.tif,0.362169
train,6756.tif,0.243089
train,6757.tif,0.377118
train,6758.tif,0.266
train,6759.tif,0.415265
train,676.tif,0.350755
train,6760.tif,0.287069
train,6761.tif,0.326446
train,6762.tif,0.346894
train,6763.tif,0.341551
train,6764.tif,0.361339
train,6765.tif,0.370552
train,6766.tif,0.35912
train,6767.tif,0.323613
train,6768.tif,0.390526
train,6769.tif,0.389065
train,677.tif,0.330929
train,6770.tif,0.298483
train,6771.tif,0.375075
train,6772.tif,0.339769
train,6773.tif,0.334619
train,6774.tif,0.425318
train,6775.tif,0.315112
train,6776.tif,0.357884
train,6777.tif,0.403487
train,6778.tif,0.37651
train,6779.tif,0.20669
train,678.tif,0.37316
train,6780.tif,0.326839
train,6781.tif,0.414998
train,6782.tif,0.328572
train,6783.tif,0.328679
train,6784.tif,0.373082
train,6785.tif,0.34663
train,6786.tif,0.416579
train,6787.tif,0.337693
train,6788.tif,0.402787
train,6789.tif,0.363243
train,679.tif,0.357696
train,6790.tif,0.384083
train,6791.tif,0.373118
train,6792.tif,0.346964
train,6793.tif,0.304989
train,6794.tif,0.349099
train,6795.tif,0.374664
train,6796.tif,0.382878
train,6797.tif,0.289313
train,6798.tif,0.362453
train,6799.tif,0.368007
train,68.tif,0.324116
train,680.tif,0.360037
train,6800.tif,0.328456
train,6801.tif,0.384476
train,6802.tif,0.34766
train,6803.tif,0.335927
train,6804.tif,0.401146
train,6805.tif,0.359549
train,6806.tif,0.337942
train,6807.tif,0.367162
train,6808.tif,0.38677
train,6809.tif,0.282711
train,681.tif,0.381159
train,6810.tif,0.329119
train,6811.tif,0.29727
train,6812.tif,0.143419
train,6813.tif,0.299445
train,6814.tif,0.316521
train,6815.tif,0.39096
train,6816.tif,0.299003
train,6817.tif,0.39132
train,6818.tif,0.324185
train,6819.tif,0.408796
train,682.tif,0.418915
train,6820.tif,0.299245
train,6821.tif,0.380331
train,6822.tif,0.383331
train,6823.tif,0.375676
train,6824.tif,0.451486
train,6825.tif,0.39746
train,6826.tif,0.266537
train,6827.tif,0.252054
train,6828.tif,0.438481
train,6829.tif,0.34248
train,683.tif,0.362886
train,6830.tif,0.450958
train,6831.tif,0.379894
train,6832.tif,0.349391
train,6833.tif,0.384091
train,6834.tif,0.350771
train,6835.tif,0.428584
train,6836.tif,0.402081
train,6837.tif,0.433582
train,6838.tif,0.370996
train,6839.tif,0.407548
train,684.tif,0.398808
train,6840.tif,0.333334
train,6841.tif,0.408339
train,6842.tif,0.369322
train,6843.tif,0.355601
train,6844.tif,0.35078
train,6845.tif,0.427554
train,6846.tif,0.468538
train,6847.tif,0.500489
train,6848.tif,0.341846
train,6849.tif,0.388436
train,685.tif,0.384601
train,6850.tif,0.22006
train,6851.tif,0.443935
train,6852.tif,0.365415
train,6853.tif,0.367691
train,6854.tif,0.38179
train,6855.tif,0.309955
train,6856.tif,0.334165
train,6857.tif,0.315974
train,6858.tif,0.328491
train,6859.tif,0.354117
train,686.tif,0.398901
train,6860.tif,0.383216
train,6861.tif,0.292682
train,6862.tif,0.328767
train,6863.tif,0.224974
train,6864.tif,0.300476
train,6865.tif,0.284644
train,6866.tif,0.274158
train,6867.tif,0.381539
train,6868.tif,0.289462
train,6869.tif,0.338565
train,687.tif,0.380353
train,6870.tif,0.300414
train,6871.tif,0.298305
train,6872.tif,0.300634
train,6873.tif,0.381931
train,6874.tif,0.246758
train,6875.tif,0.371297
train,6876.tif,0.338722
train,6877.tif,0.266535
train,6878.tif,0.366776
train,6879.tif,0.329157
train,688.tif,0.418753
train,6880.tif,0.366075
train,6881.tif,0.260192
train,6882.tif,0.335919
train,6883.tif,0.382046
train,6884.tif,0.314327
train,6885.tif,0.269142
train,6886.tif,0.359222
train,6887.tif,0.298069
train,6888.tif,0.351898
train,6889.tif,0.33948
train,689.tif,0.363082
train,6890.tif,0.289157
train,6891.tif,0.29627
train,6892.tif,0.370859
train,6893.tif,0.298285
train,6894.tif,0.526224
train,6895.tif,0.351118
train,6896.tif,0.345425
train,6897.tif,0.445858
train,6898.tif,0.385886
train,6899.tif,0.310883
train,69.tif,0.406252
train,690.tif,0.405232
train,6900.tif,0.302897
train,6901.tif,0.42628
train,6902.tif,0.344722
train,6903.tif,0.385105
train,6904.tif,0.394212
train,6905.tif,0.386482
train,6906.tif,0.275867
train,6907.tif,0.34876
train,6908.tif,0.290612
train,6909.tif,0.320436
train,691.tif,0.332201
train,6910.tif,0.381113
train,6911.tif,0.366095
train,6912.tif,0.282796
train,6913.tif,0.305359
train,6914.tif,0.355338
train,6915.tif,0.323035
train,6916.tif,0.302513
train,6917.tif,0.34027
train,6918.tif,0.339636
train,6919.tif,0.361592
train,692.tif,0.35883
train,6920.tif,0.303692
train,6921.tif,0.396014
train,6922.tif,0.266719
train,6923.tif,0.336344
train,6924.tif,0.334958
train,6925.tif,0.340709
train,6926.tif,0.26718
train,6927.tif,0.330714
train,6928.tif,0.309946
train,6929.tif,0.336498
train,693.tif,0.366788
train,6930.tif,0.386324
train,6931.tif,0.334937
train,6932.tif,0.321213
train,6933.tif,0.329766
train,6934.tif,0.265643
train,6935.tif,0.284938
train,6936.tif,0.310576
train,6937.tif,0.358106
train,6938.tif,0.297142
train,6939.tif,0.324644
train,694.tif,0.338975
train,6940.tif,0.283195
train,6941.tif,0.294487
train,6942.tif,0.323982
train,6943.tif,0.282368
train,6944.tif,0.292167
train,6945.tif,0.361043
train,6946.tif,0.31828
train,6947.tif,0.274908
train,6948.tif,0.37663
train,6949.tif,0.363867
train,695.tif,0.360658
train,6950.tif,0.349083
train,6951.tif,0.35305
train,6952.tif,0.394064
train,6953.tif,0.383544
train,6954.tif,0.313894
train,6955.tif,0.250029
train,6956.tif,0.35163
train,6957.tif,0.321658
train,6958.tif,0.359659
train,6959.tif,0.327507
train,696.tif,0.359878
train,6960.tif,0.376636
train,6961.tif,0.371226
train,6962.tif,0.312134
train,6963.tif,0.25889
train,6964.tif,0.292309
train,6965.tif,0.298521
train,6966.tif,0.30796
train,6967.tif,0.393679
train,6968.tif,0.403004
train,6969.tif,0.304869
train,697.tif,0.34553
train,6970.tif,0.308751
train,6971.tif,0.308293
train,6972.tif,0.443034
train,6973.tif,0.319135
train,6974.tif,0.345438
train,6975.tif,0.330821
train,6976.tif,0.313023
train,6977.tif,0.292179
train,6978.tif,0.288031
train,6979.tif,0.445198
train,698.tif,0.33264
train,6980.tif,0.374654
train,6981.tif,0.365301
train,6982.tif,0.349765
train,6983.tif,0.34251
train,6984.tif,0.299864
train,6985.tif,0.328819
train,6986.tif,0.408293
train,6987.tif,0.239185
train,6988.tif,0.197918
train,6989.tif,0.304858
train,699.tif,0.387767
train,6990.tif,0.53249
train,6991.tif,0.346305
train,6992.tif,0.324899
train,6993.tif,0.35719
train,6994.tif,0.308726
train,6995.tif,0.289931
train,6996.tif,0.292456
train,6997.tif,0.307416
train,6998.tif,0.301556
train,6999.tif,0.300879
train,7.tif,0.390343
train,70.tif,0.358253
train,700.tif,0.370932
train,7000.tif,0.356175
train,7001.tif,0.296702
train,7002.tif,0.281627
train,7003.tif,0.418444
train,7004.tif,0.287079
train,7005.tif,0.361082
train,7006.tif,0.264732
train,7007.tif,0.290722
train,7008.tif,0.338627
train,7009.tif,0.369805
train,701.tif,0.401538
train,7010.tif,0.297209
train,7011.tif,0.378162
train,7012.tif,0.37903
train,7013.tif,0.244694
train,7014.tif,0.299546
train,7015.tif,0.310247
train,7016.tif,0.296673
train,7017.tif,0.337334
train,7018.tif,0.275365
train,7019.tif,0.285092
train,702.tif,0.367643
train,7020.tif,0.307572
train,7021.tif,0.408577
train,7022.tif,0.326677
train,7023.tif,0.357763
train,7024.tif,0.320924
train,7025.tif,0.327425
train,7026.tif,0.434677
train,7027.tif,0.362196
train,7028.tif,0.325588
train,7029.tif,0.33364
train,703.tif,0.438564
train,7030.tif,0.416946
train,7031.tif,0.266342
train,7032.tif,0.253128
train,7033.tif,0.301344
train,7034.tif,0.348002
train,7035.tif,0.334068
train,7036.tif,0.300876
train,7037.tif,0.293879
train,7038.tif,0.293487
train,7039.tif,0.329009
train,704.tif,0.423946
train,7040.tif,0.344855
train,7041.tif,0.335809
train,7042.tif,0.270843
train,7043.tif,0.356976
train,7044.tif,0.263516
train,7045.tif,0.369886
train,7046.tif,0.333159
train,7047.tif,0.382972
train,7048.tif,0.312507
train,7049.tif,0.412622
train,705.tif,0.352134
train,7050.tif,0.308465
train,7051.tif,0.295518
train,7052.tif,0.300966
train,7053.tif,0.322925
train,7054.tif,0.308288
train,7055.tif,0.272752
train,7056.tif,0.424503
train,7057.tif,0.301934
train,7058.tif,0.297894
train,7059.tif,0.320235
train,706.tif,0.395928
train,7060.tif,0.309644
train,7061.tif,0.326365
train,7062.tif,0.305125
train,7063.tif,0.298078
train,7064.tif,0.324171
train,7065.tif,0.350478
train,7066.tif,0.397102
train,7067.tif,0.315021
train,7068.tif,0.385049
train,7069.tif,0.287202
train,707.tif,0.373631
train,7070.tif,0.298156
train,7071.tif,0.399482
train,7072.tif,0.331241
train,7073.tif,0.313516
train,7074.tif,0.268861
train,7075.tif,0.323116
train,7076.tif,0.290006
train,7077.tif,0.40324
train,7078.tif,0.340528
train,7079.tif,0.384681
train,708.tif,0.30046
train,7080.tif,0.296196
train,7081.tif,0.305571
train,7082.tif,0.278892
train,7083.tif,0.28551
train,7084.tif,0.338702
train,7085.tif,0.309613
train,7086.tif,0.271173
train,7087.tif,0.293275
train,7088.tif,0.348193
train,7089.tif,0.343648
train,709.tif,0.468985
train,7090.tif,0.322162
train,7091.tif,0.397944
train,7092.tif,0.297285
train,7093.tif,0.351138
train,7094.tif,0.345204
train,7095.tif,0.382624
train,7096.tif,0.268139
train,7097.tif,0.313439
train,7098.tif,0.302038
train,7099.tif,0.305335
train,71.tif,0.396736
train,710.tif,0.380931
train,7100.tif,0.351201
train,7101.tif,0.324826
train,7102.tif,0.352007
train,7103.tif,0.313388
train,7104.tif,0.316298
train,7105.tif,0.316192
train,7106.tif,0.307374
train,7107.tif,0.316181
train,7108.tif,0.306316
train,7109.tif,0.361995
train,711.tif,0.4194
train,7110.tif,0.348277
train,7111.tif,0.304665
train,7112.tif,0.299254
train,7113.tif,0.317938
train,7114.tif,0.335969
train,7115.tif,0.304536
train,7116.tif,0.270389
train,7117.tif,0.319447
train,7118.tif,0.350548
train,7119.tif,0.302697
train,712.tif,0.463
train,7120.tif,0.315766
train,7121.tif,0.469759
train,7122.tif,0.365055
train,7123.tif,0.373868
train,7124.tif,0.290348
train,7125.tif,0.283392
train,7126.tif,0.275996
train,7127.tif,0.312383
train,7128.tif,0.295843
train,7129.tif,0.349975
train,713.tif,0.361453
train,7130.tif,0.252971
train,7131.tif,0.392768
train,7132.tif,0.381406
train,7133.tif,0.259744
train,7134.tif,0.364492
train,7135.tif,0.375898
train,7136.tif,0.390074
train,7137.tif,0.288236
train,7138.tif,0.289871
train,7139.tif,0.333899
train,714.tif,0.375328
train,7140.tif,0.306467
train,7141.tif,0.345907
train,7142.tif,0.274622
train,7143.tif,0.349842
train,7144.tif,0.387399
train,7145.tif,0.355482
train,7146.tif,0.260891
train,7147.tif,0.32535
train,7148.tif,0.340228
train,7149.tif,0.326774
train,715.tif,0.422332
train,7150.tif,0.315445
train,7151.tif,0.279778
train,7152.tif,0.34101
train,7153.tif,0.350512
train,7154.tif,0.289321
train,7155.tif,0.339208
train,7156.tif,0.26837
train,7157.tif,0.347394
train,7158.tif,0.361498
train,7159.tif,0.336822
train,716.tif,0.375794
train,7160.tif,0.318929
train,7161.tif,0.346706
train,7162.tif,0.268521
train,7163.tif,0.334933
train,7164.tif,0.374236
train,7165.tif,0.343592
train,7166.tif,0.319563
train,7167.tif,0.320635
train,7168.tif,0.307459
train,7169.tif,0.352399
train,717.tif,0.328217
train,7170.tif,0.292901
train,7171.tif,0.291055
train,7172.tif,0.271046
train,7173.tif,0.405344
train,7174.tif,0.342738
train,7175.tif,0.353201
train,7176.tif,0.282057
train,7177.tif,0.31286
train,7178.tif,0.332873
train,7179.tif,0.404834
train,718.tif,0.220748
train,7180.tif,0.298026
train,7181.tif,0.44571
train,7182.tif,0.348684
train,7183.tif,0.325515
train,7184.tif,0.361436
train,7185.tif,0.333121
train,7186.tif,0.385782
train,7187.tif,0.325797
train,7188.tif,0.291268
train,7189.tif,0.352658
train,719.tif,0.379098
train,7190.tif,0.364766
train,7191.tif,0.314818
train,7192.tif,0.345975
train,7193.tif,0.280056
train,7194.tif,0.373028
train,7195.tif,0.287778
train,7196.tif,0.339816
train,7197.tif,0.287699
train,7198.tif,0.311503
train,7199.tif,0.37046
train,72.tif,0.306761
train,720.tif,0.344267
train,7200.tif,0.298271
train,7201.tif,0.420912
train,7202.tif,0.351195
train,7203.tif,0.375572
train,7204.tif,0.337081
train,7205.tif,0.289638
train,7206.tif,0.306099
train,7207.tif,0.312957
train,7208.tif,0.318334
train,7209.tif,0.313068
train,721.tif,0.327731
train,7210.tif,0.345129
train,7211.tif,0.304176
train,7212.tif,0.349402
train,7213.tif,0.311058
train,7214.tif,0.275841
train,7215.tif,0.300112
train,7216.tif,0.327616
train,7217.tif,0.249594
train,7218.tif,0.246876
train,7219.tif,0.351321
train,722.tif,0.381083
train,7220.tif,0.361483
train,7221.tif,0.263697
train,7222.tif,0.365067
train,7223.tif,0.33458
train,7224.tif,0.308709
train,7225.tif,0.29041
train,7226.tif,0.310077
train,7227.tif,0.361091
train,7228.tif,0.432887
train,7229.tif,0.375492
train,723.tif,0.387644
train,7230.tif,0.345919
train,7231.tif,0.317803
train,7232.tif,0.323142
train,7233.tif,0.35119
train,7234.tif,0.34048
train,7235.tif,0.323477
train,7236.tif,0.283982
train,7237.tif,0.332092
train,7238.tif,0.351714
train,7239.tif,0.360641
train,724.tif,0.349001
train,7240.tif,0.284227
train,7241.tif,0.332305
train,7242.tif,0.386623
train,7243.tif,0.300039
train,7244.tif,0.335125
train,7245.tif,0.381471
train,7246.tif,0.306703
train,7247.tif,0.329279
train,7248.tif,0.269283
train,7249.tif,0.346146
train,725.tif,0.387441
train,7250.tif,0.316372
train,7251.tif,0.308594
train,7252.tif,0.312086
train,7253.tif,0.308961
train,7254.tif,0.23651
train,7255.tif,0.363342
train,7256.tif,0.288009
train,7257.tif,0.395766
train,7258.tif,0.319122
train,7259.tif,0.291506
train,726.tif,0.376157
train,7260.tif,0.361215
train,7261.tif,0.315867
train,7262.tif,0.298586
train,7263.tif,0.350118
train,7264.tif,0.300377
train,7265.tif,0.320439
train,7266.tif,0.293086
train,7267.tif,0.345893
train,7268.tif,0.359616
train,7269.tif,0.322007
train,727.tif,0.379871
train,7270.tif,0.290859
train,7271.tif,0.283121
train,7272.tif,0.308403
train,7273.tif,0.347444
train,7274.tif,0.315594
train,7275.tif,0.340111
train,7276.tif,0.329889
train,7277.tif,0.379032
train,7278.tif,0.348401
train,7279.tif,0.333776
train,728.tif,0.367109
train,7280.tif,0.353676
train,7281.tif,0.31402
train,7282.tif,0.350072
train,7283.tif,0.379874
train,7284.tif,0.305133
train,7285.tif,0.309769
train,7286.tif,0.309437
train,7287.tif,0.306652
train,7288.tif,0.335355
train,7289.tif,0.330297
train,729.tif,0.376523
train,7290.tif,0.31727
train,7291.tif,0.324452
train,7292.tif,0.312551
train,7293.tif,0.28956
train,7294.tif,0.229067
train,7295.tif,0.331153
train,7296.tif,0.438261
train,7297.tif,0.305004
train,7298.tif,0.362445
train,7299.tif,0.354883
train,73.tif,0.345225
train,730.tif,0.379633
train,7300.tif,0.315971
train,7301.tif,0.323105
train,7302.tif,0.31233
train,7303.tif,0.287429
train,7304.tif,0.302415
train,7305.tif,0.318006
train,7306.tif,0.30161
train,7307.tif,0.22828
train,7308.tif,0.30316
train,7309.tif,0.42434
train,731.tif,0.428637
train,7310.tif,0.315804
train,7311.tif,0.252531
train,7312.tif,0.292355
train,7313.tif,0.408479
train,7314.tif,0.355879
train,7315.tif,0.280874
train,7316.tif,0.28787
train,7317.tif,0.309176
train,7318.tif,0.335807
train,7319.tif,0.312141
train,732.tif,0.390865
train,7320.tif,0.337707
train,7321.tif,0.292419
train,7322.tif,0.32167
train,7323.tif,0.411805
train,7324.tif,0.280783
train,7325.tif,0.309244
train,7326.tif,0.30624
train,7327.tif,0.275817
train,7328.tif,0.35143
train,7329.tif,0.300832
train,733.tif,0.354631
train,7330.tif,0.348293
train,7331.tif,0.305263
train,7332.tif,0.330225
train,7333.tif,0.301588
train,7334.tif,0.352662
train,7335.tif,0.311368
train,7336.tif,0.359504
train,7337.tif,0.373647
train,7338.tif,0.319047
train,7339.tif,0.352878
train,734.tif,0.377079
train,7340.tif,0.329623
train,7341.tif,0.326315
train,7342.tif,0.281406
train,7343.tif,0.322423
train,7344.tif,0.385884
train,7345.tif,0.361845
train,7346.tif,0.404996
train,7347.tif,0.324105
train,7348.tif,0.354086
