split,file,ssim,psnr
train,10698.tif,0.592057,20.3498
train,10699.tif,0.564894,21.0513
train,107.tif,0.554308,19.4504
train,1070.tif,0.608604,21.7556
train,10700.tif,0.627374,21.5288
train,10701.tif,0.648309,21.1937
train,10702.tif,0.644577,21.1842
train,10703.tif,0.595905,21.2565
train,10704.tif,0.568303,21.3926
train,10705.tif,0.58091,21.3012
train,10706.tif,0.619191,21.6098
train,10707.tif,0.471116,18.6844
train,10708.tif,0.628056,21.5896
train,10709.tif,0.452597,17.4907
train,1071.tif,0.541145,21.0066
train,10710.tif,0.646515,20.4614
train,10711.tif,0.571684,18.9066
train,10712.tif,0.501313,17.7047
train,10713.tif,0.466635,17.9022
train,10714.tif,0.666591,21.6026
train,10715.tif,0.566676,18.692
train,10716.tif,0.5524,20.263
train,10717.tif,0.640138,20.356
train,10718.tif,0.579275,20.9619
train,10719.tif,0.598934,21.5228
train,1072.tif,0.493031,18.8234
train,10720.tif,0.602826,20.4969
train,10721.tif,0.500179,19.1698
train,10722.tif,0.627126,20.4209
train,10723.tif,0.496372,19.2768
train,10724.tif,0.635469,20.5736
train,10725.tif,0.588162,19.7869
train,10726.tif,0.572461,20.2581
train,10727.tif,0.600647,19.8391
train,10728.tif,0.536928,20.2532
train,10729.tif,0.663419,22.3271
train,1073.tif,0.585922,21.8904
train,10730.tif,0.611604,19.7405
train,10731.tif,0.520537,20.0053
train,10732.tif,0.7301,22.2631
train,10733.tif,0.615228,20.9447
train,10734.tif,0.562112,19.4971
train,10735.tif,0.643705,19.8591
train,10736.tif,0.483208,16.684
train,10737.tif,0.632387,20.4299
train,10738.tif,0.456171,19.0421
train,10739.tif,0.618075,20.3532
train,1074.tif,0.662314,21.2866
train,10740.tif,0.613922,19.5783
train,10741.tif,0.504638,19.9422
train,10742.tif,0.613078,20.8626
train,10743.tif,0.443123,19.3529
train,10744.tif,0.445911,18.8671
train,10745.tif,0.59055,18.9
train,10746.tif,0.683519,20.9717
train,10747.tif,0.644311,19.8158
train,10748.tif,0.562239,20.3857
train,10749.tif,0.548997,20.3552
train,1075.tif,0.454999,17.8858
train,10750.tif,0.615081,20.3237
train,10751.tif,0.607833,19.7578
train,10752.tif,0.555413,19.7642
train,10753.tif,0.575949,20.7224
train,10754.tif,0.618423,20.4972
train,10755.tif,0.513453,18.3203
train,10756.tif,0.569948,18.577
train,10757.tif,0.628063,22.2714
train,10758.tif,0.451032,16.8772
train,10759.tif,0.742873,22.6741
train,1076.tif,0.541229,19.056
train,10760.tif,0.581547,18.7085
train,10761.tif,0.496763,19.2447
train,10762.tif,0.531007,18.3476
train,10763.tif,0.617299,21.2232
train,10764.tif,0.543086,21.6053
train,10765.tif,0.616286,18.9039
train,10766.tif,0.50049,17.1989
train,10767.tif,0.383122,17.5237
train,10768.tif,0.536401,19.6939
train,10769.tif,0.598209,19.5088
train,1077.tif,0.515663,17.6953
train,10770.tif,0.606751,21.7268
train,10771.tif,0.585144,19.4075
train,10772.tif,0.571829,20.3936
train,10773.tif,0.569413,19.4084
train,10774.tif,0.494786,18.5616
train,10775.tif,0.563939,21.021
train,10776.tif,0.513842,19.2185
train,10777.tif,0.545605,19.3264
train,10778.tif,0.419677,18.2625
train,10779.tif,0.607335,20.8028
train,1078.tif,0.410362,15.894
train,10780.tif,0.569091,19.3927
train,10781.tif,0.506667,18.1264
train,10782.tif,0.503034,19.622
train,10783.tif,0.642054,20.3843
train,10784.tif,0.612817,19.8976
train,10785.tif,0.668328,22.5967
train,10786.tif,0.566989,19.0934
train,10787.tif,0.646535,21.0828
train,10788.tif,0.492305,19.2463
train,10789.tif,0.573802,20.2812
train,1079.tif,0.569908,18.2806
train,10790.tif,0.588724,20.1178
train,10791.tif,0.562022,19.5171
train,10792.tif,0.60605,21.0888
train,10793.tif,0.537389,19.4258
train,10794.tif,0.572598,20.5881
train,10795.tif,0.534274,19.7989
train,10796.tif,0.589953,19.0361
train,10797.tif,0.542709,19.1871
train,10798.tif,0.519598,19.8289
train,10799.tif,0.632191,21.8233
train,108.tif,0.619554,21.3687
train,1080.tif,0.56823,18.5719
train,10800.tif,0.590316,21.2923
train,10801.tif,0.577797,20.3814
train,10802.tif,0.551104,20.7712
train,10803.tif,0.641299,18.2822
train,10804.tif,0.524904,19.4693
train,10805.tif,0.624261,21.607
train,10806.tif,0.576931,18.6194
train,10807.tif,0.586856,20.1644
train,10808.tif,0.48381,18.7606
train,10809.tif,0.484397,18.6854
train,1081.tif,0.58046,19.8247
train,10810.tif,0.661248,21.4217
train,10811.tif,0.542559,18.4497
train,10812.tif,0.403298,18.6535
train,10813.tif,0.467567,17.2334
train,10814.tif,0.535979,19.4977
train,10815.tif,0.486933,18.9307
train,10816.tif,0.534352,20.0989
train,10817.tif,0.57064,19.6606
train,10818.tif,0.576746,18.5547
train,10819.tif,0.506245,20.4718
train,1082.tif,0.482321,19.0511
train,10820.tif,0.650195,21.6028
train,10821.tif,0.428251,18.1668
train,10822.tif,0.569074,20.208
train,10823.tif,0.650559,21.516
train,10824.tif,0.486599,17.9631
train,10825.tif,0.60884,21.3335
train,10826.tif,0.784416,23.0333
train,10827.tif,0.478856,18.5189
train,10828.tif,0.66004,21.565
train,10829.tif,0.595302,20.5667
train,1083.tif,0.500435,18.8561
train,10830.tif,0.619299,20.6024
train,10831.tif,0.545745,20.9379
train,10832.tif,0.66191,21.853
train,10833.tif,0.656281,19.7236
train,10834.tif,0.424866,15.6823
train,10835.tif,0.66149,21.82
train,10836.tif,0.77576,23.6557
train,10837.tif,0.680719,22.0641
train,10838.tif,0.562434,19.9523
train,10839.tif,0.643878,20.198
train,1084.tif,0.49898,18.6166
train,10840.tif,0.792395,23.3941
train,10841.tif,0.499121,18.679
train,10842.tif,0.634679,21.8519
train,10843.tif,0.588062,19.8216
train,10844.tif,0.598747,19.3776
train,10845.tif,0.526938,18.5828
train,10846.tif,0.578245,16.8913
train,10847.tif,0.609892,21.6036
train,10848.tif,0.523831,17.0029
train,10849.tif,0.701259,21.6364
train,1085.tif,0.557209,18.3217
train,10850.tif,0.478032,18.937
train,10851.tif,0.647395,21.23
train,10852.tif,0.59588,19.3325
train,10853.tif,0.609821,21.4259
train,10854.tif,0.618193,20.689
train,10855.tif,0.689746,20.0672
train,10856.tif,0.584552,19.2112
train,10857.tif,0.636504,20.5458
train,10858.tif,0.644828,20.3411
train,10859.tif,0.566646,19.4632
train,1086.tif,0.507803,17.2007
train,10860.tif,0.583213,20.7123
train,10861.tif,0.487645,16.7778
train,10862.tif,0.64937,20.8128
train,10863.tif,0.485297,19.3206
train,10864.tif,0.528405,19.892
train,10865.tif,0.412138,19.8593
train,10866.tif,0.627263,21.2812
train,10867.tif,0.492725,18.9873
train,10868.tif,0.642702,21.2742
train,10869.tif,0.461418,18.7624
train,1087.tif,0.630196,21.5575
train,10870.tif,0.511139,17.7116
train,10871.tif,0.649283,20.652
train,10872.tif,0.554163,19.6727
train,10873.tif,0.508246,18.3184
train,10874.tif,0.666979,21.5822
train,10875.tif,0.642678,20.8239
train,10876.tif,0.572725,19.9145
train,10877.tif,0.687893,22.1475
train,10878.tif,0.58722,19.1882
train,10879.tif,0.610021,20.8509
train,1088.tif,0.494402,18.0695
train,10880.tif,0.646205,19.4814
train,10881.tif,0.605571,22.367
train,10882.tif,0.593712,21.7189
train,10883.tif,0.537154,19.963
train,10884.tif,0.476349,19.4501
train,10885.tif,0.51579,18.5639
train,10886.tif,0.435205,16.2579
train,10887.tif,0.597386,20.7342
train,10888.tif,0.627295,18.4023
train,10889.tif,0.614484,15.7659
train,1089.tif,0.580777,18.639
train,10890.tif,0.652304,19.6727
train,10891.tif,0.60392,21.0451
train,10892.tif,0.538684,19.7278
train,10893.tif,0.52781,19.567
train,10894.tif,0.521502,19.766
train,10895.tif,0.563418,19.5807
train,10896.tif,0.623361,20.7112
train,10897.tif,0.554233,16.2246
train,10898.tif,0.642538,20.5285
train,10899.tif,0.574027,20.422
train,109.tif,0.589118,20.57
train,1090.tif,0.49585,18.0003
train,10900.tif,0.6009,20.8385
train,10901.tif,0.578498,17.5042
train,10902.tif,0.622258,22.1345
train,10903.tif,0.644644,20.858
train,10904.tif,0.620181,21.2498
train,10905.tif,0.515187,19.84
train,10906.tif,0.629943,21.544
train,10907.tif,0.592304,20.7143
train,10908.tif,0.574045,19.2412
train,10909.tif,0.609202,20.9241
train,1091.tif,0.609514,19.7763
train,10910.tif,0.582756,20.5517
train,10911.tif,0.625718,21.8171
train,10912.tif,0.522131,19.4562
train,10913.tif,0.611888,19.4996
train,10914.tif,0.582045,18.6444
train,10915.tif,0.580842,17.5691
train,10916.tif,0.650075,21.4698
train,10917.tif,0.510689,19.8002
train,10918.tif,0.691769,22.4506
train,10919.tif,0.455569,18.1365
train,1092.tif,0.502729,18.9821
train,10920.tif,0.546036,20.4391
train,10921.tif,0.51392,18.3828
train,10922.tif,0.572731,20.8889
train,10923.tif,0.623146,21.3942
train,10924.tif,0.530666,17.9128
train,10925.tif,0.624991,21.1308
train,10926.tif,0.541113,19.4725
train,10927.tif,0.634837,21.754
train,10928.tif,0.530172,20.4229
train,10929.tif,0.393802,16.6144
train,1093.tif,0.469937,18.3936
train,10930.tif,0.412225,15.9702
train,10931.tif,0.60197,21.6819
train,10932.tif,0.451749,19.1658
train,10933.tif,0.631773,21.0717
train,10934.tif,0.578323,19.4065
train,10935.tif,0.526313,16.9422
train,10936.tif,0.56726,19.1705
train,10937.tif,0.586608,21.5403
train,10938.tif,0.52187,19.9255
train,10939.tif,0.576772,20.739
train,1094.tif,0.46208,17.3208
train,10940.tif,0.53813,19.1973
train,10941.tif,0.711681,21.8759
train,10942.tif,0.625806,21.6078
train,10943.tif,0.570498,18.7744
train,10944.tif,0.611744,19.9221
train,10945.tif,0.465479,19.2007
train,10946.tif,0.564872,20.4171
train,10947.tif,0.636653,21.3031
train,10948.tif,0.592079,21.1235
train,10949.tif,0.627345,19.6827
train,1095.tif,0.654502,21.1975
train,10950.tif,0.610739,22.4419
train,10951.tif,0.502956,19.6898
train,10952.tif,0.703953,19.4933
train,10953.tif,0.554119,19.6867
train,10954.tif,0.490546,18.7494
train,10955.tif,0.523393,20.0925
train,10956.tif,0.445185,18.843
train,10957.tif,0.550327,18.8397
train,10958.tif,0.561585,20.3444
train,10959.tif,0.630358,22.1216
train,1096.tif,0.688319,24.5438
train,10960.tif,0.591867,21.0317
train,10961.tif,0.593111,18.8064
train,10962.tif,0.601638,20.3125
train,10963.tif,0.601571,22.0161
train,10964.tif,0.617835,21.3628
train,10965.tif,0.58368,18.6518
train,10966.tif,0.645665,21.4672
train,10967.tif,0.582439,20.827
train,10968.tif,0.63663,20.2173
train,10969.tif,0.650603,22.0395
train,1097.tif,0.665253,23.068
train,10970.tif,0.669311,20.5309
train,10971.tif,0.543544,19.1599
train,10972.tif,0.664718,21.6415
train,10973.tif,0.554151,20.0114
train,10974.tif,0.540131,16.6868
train,10975.tif,0.585068,20.594
train,10976.tif,0.654331,22.1979
train,10977.tif,0.518669,18.2937
train,10978.tif,0.542002,19.3498
train,10979.tif,0.599317,21.0232
train,1098.tif,0.53345,18.6377
train,10980.tif,0.48243,19.0754
train,10981.tif,0.608824,21.0981
train,10982.tif,0.630829,20.9668
train,10983.tif,0.601825,21.911
train,10984.tif,0.58481,20.0141
train,10985.tif,0.623999,20.7006
train,10986.tif,0.521439,18.776
train,10987.tif,0.553804,21.4061
train,10988.tif,0.54356,18.6134
train,10989.tif,0.378527,18.0484
train,1099.tif,0.76938,17.8209
train,10990.tif,0.586025,19.3804
train,10991.tif,0.6992,19.9647
train,10992.tif,0.605371,21.4732
train,10993.tif,0.545367,19.3428
train,10994.tif,0.644788,21.744
train,10995.tif,0.536731,19.4667
train,10996.tif,0.604865,20.4143
train,10997.tif,0.599122,18.9523
train,10998.tif,0.462009,17.971
train,10999.tif,0.558853,19.6035
train,11.tif,0.624596,20.2382
train,110.tif,0.527514,18.2626
train,1100.tif,0.474502,19.3561
train,11000.tif,0.577652,19.345
train,11001.tif,0.531367,20.2047
train,11002.tif,0.55645,19.9939
train,11003.tif,0.564195,19.6974
train,11004.tif,0.510597,19.2269
train,11005.tif,0.496137,17.9527
train,11006.tif,0.483504,19.5325
train,11007.tif,0.593559,19.262
train,11008.tif,0.682309,22.0306
train,11009.tif,0.552875,19.6679
train,1101.tif,0.585775,21.2908
train,11010.tif,0.602308,20.9987
train,11011.tif,0.591821,20.4572
train,11012.tif,0.614168,21.0974
train,11013.tif,0.552605,19.0775
train,11014.tif,0.607714,20.0304
train,11015.tif,0.549543,20.612
train,11016.tif,0.598332,18.62
train,11017.tif,0.478674,17.6907
train,11018.tif,0.624637,21.6369
train,11019.tif,0.600145,21.1291
train,1102.tif,0.481717,18.305
train,11020.tif,0.560194,19.2136
train,11021.tif,0.465248,18.8402
train,11022.tif,0.609663,21.0789
train,11023.tif,0.633356,21.0011
train,11024.tif,0.74411,20.5701
train,11025.tif,0.495074,19.9623
train,11026.tif,0.509252,19.5413
train,11027.tif,0.572321,19.5618
train,11028.tif,0.637756,20.9057
train,11029.tif,0.584816,20.7532
train,1103.tif,0.484889,16.9843
train,11030.tif,0.589791,19.6055
train,11031.tif,0.566066,20.9785
train,11032.tif,0.588055,19.9106
train,11033.tif,0.517791,19.3926
train,11034.tif,0.64445,20.7361
train,11035.tif,0.607782,22.0184
train,11036.tif,0.657288,22.4866
train,11037.tif,0.615224,21.9081
train,11038.tif,0.595054,20.1608
train,11039.tif,0.631436,20.8243
train,1104.tif,0.591761,19.8042
train,11040.tif,0.534472,18.9817
train,11041.tif,0.631472,22.1919
train,11042.tif,0.605232,18.5467
train,11043.tif,0.549316,19.3329
train,11044.tif,0.719001,23.1676
train,11045.tif,0.434514,17.1506
train,11046.tif,0.681413,19.5896
train,11047.tif,0.432542,17.3255
train,11048.tif,0.646341,21.0714
train,11049.tif,0.659906,22.2429
train,1105.tif,0.518532,19.6185
train,11050.tif,0.637248,21.5495
train,11051.tif,0.629056,19.7776
train,11052.tif,0.541146,19.0762
train,11053.tif,0.732747,22.4294
train,11054.tif,0.472695,18.7769
train,11055.tif,0.582896,18.0143
train,11056.tif,0.630185,19.4727
train,11057.tif,0.556778,20.533
train,11058.tif,0.577302,21.1754
train,11059.tif,0.447376,16.6342
train,1106.tif,0.469442,16.4408
train,11060.tif,0.554905,19.8928
train,11061.tif,0.658413,21.3832
train,11062.tif,0.548222,18.9383
train,11063.tif,0.578113,18.506
train,11064.tif,0.647813,21.749
train,11065.tif,0.647104,21.953
train,11066.tif,0.452832,19.2563
train,11067.tif,0.549732,19.374
train,11068.tif,0.50198,18.8926
train,11069.tif,0.50411,17.5312
train,1107.tif,0.493601,19.3446
train,11070.tif,0.428296,17.4804
train,11071.tif,0.671264,20.9822
train,11072.tif,0.603852,19.2558
train,11073.tif,0.670666,22.0779
train,11074.tif,0.519569,18.5744
train,11075.tif,0.620689,21.122
train,11076.tif,0.600737,21.546
train,11077.tif,0.599791,20.464
train,11078.tif,0.600432,20.6015
train,11079.tif,0.47973,18.3158
train,1108.tif,0.560534,18.1239
train,11080.tif,0.577074,20.8575
train,11081.tif,0.445724,15.9126
train,11082.tif,0.565767,18.9226
train,11083.tif,0.651181,20.5841
train,11084.tif,0.605897,21.2063
train,11085.tif,0.523681,19.7184
train,11086.tif,0.661925,21.1651
train,11087.tif,0.66307,21.7578
train,11088.tif,0.586483,20.4104
train,11089.tif,0.563296,18.6529
train,1109.tif,0.516037,18.1141
train,11090.tif,0.567395,20.6104
train,11091.tif,0.607344,18.5855
train,11092.tif,0.631365,21.6852
train,11093.tif,0.57386,19.7551
train,11094.tif,0.584148,21.4973
train,11095.tif,0.562409,19.9843
train,11096.tif,0.413183,18.1377
train,11097.tif,0.556032,20.6271
train,11098.tif,0.450819,18.9485
train,11099.tif,0.529563,20.1987
train,111.tif,0.530727,19.7177
train,1110.tif,0.648618,21.1189
train,11100.tif,0.489488,19.5456
train,11101.tif,0.439837,17.0668
train,11102.tif,0.556792,20.611
train,11103.tif,0.706446,16.8797
train,11104.tif,0.553271,19.1265
train,11105.tif,0.52259,19.4621
train,11106.tif,0.48496,19.0149
train,11107.tif,0.599884,22.0827
train,11108.tif,0.583543,17.5643
train,11109.tif,0.586223,21.1915
train,1111.tif,0.493963,19.1444
train,11110.tif,0.528232,20.5398
train,11111.tif,0.50913,20.2383
train,11112.tif,0.607894,20.3332
train,11113.tif,0.614652,20.7453
train,11114.tif,0.623324,21.2286
train,11115.tif,0.553638,18.0291
train,11116.tif,0.653024,21.4478
train,11117.tif,0.609753,22.1562
train,11118.tif,0.498608,20.2266
train,11119.tif,0.532419,18.8712
train,1112.tif,0.568511,19.6778
train,11120.tif,0.605506,20.4358
train,11121.tif,0.518548,18.423
train,11122.tif,0.606095,21.6975
train,11123.tif,0.477966,17.5794
train,11124.tif,0.41547,19.0347
train,11125.tif,0.558014,20.5984
train,11126.tif,0.533275,19.6269
train,11127.tif,0.609921,21.0692
train,11128.tif,0.658717,23.8958
train,11129.tif,0.643172,22.3188
train,1113.tif,0.627997,19.5858
train,11130.tif,0.538753,19.5567
train,11131.tif,0.638274,21.6971
train,11132.tif,0.598731,20.2772
train,11133.tif,0.615264,21.9015
train,11134.tif,0.457697,19.8155
train,11135.tif,0.621464,20.1706
train,11136.tif,0.603182,19.5735
train,11137.tif,0.652454,20.3561
train,11138.tif,0.7852,23.198
train,11139.tif,0.543723,19.2811
train,1114.tif,0.723915,21.5244
train,11140.tif,0.636296,22.1856
train,11141.tif,0.630678,21.43
train,11142.tif,0.594466,20.3377
train,11143.tif,0.602307,21.0515
train,11144.tif,0.623558,19.1614
train,11145.tif,0.624146,21.1947
train,11146.tif,0.548891,18.7429
train,11147.tif,0.491424,17.7229
train,11148.tif,0.553298,19.1315
train,11149.tif,0.68753,22.5519
train,1115.tif,0.679034,21.0906
train,11150.tif,0.543797,19.8833
train,11151.tif,0.512675,19.7167
train,11152.tif,0.526229,21.0912
train,11153.tif,0.53148,20.7996
train,11154.tif,0.564203,20.3373
train,11155.tif,0.505063,19.8392
train,11156.tif,0.68974,21.7138
train,11157.tif,0.543167,19.8407
train,11158.tif,0.656011,22.2662
train,11159.tif,0.483088,19.4958
train,1116.tif,0.542426,21.1928
train,11160.tif,0.399254,18.4198
train,11161.tif,0.637897,20.6659
train,11162.tif,0.550456,18.8895
train,11163.tif,0.469609,19.102
train,11164.tif,0.494489,20.2291
train,11165.tif,0.677552,20.3534
train,11166.tif,0.494265,19.1672
train,11167.tif,0.552171,21.1152
train,11168.tif,0.662698,20.5091
train,11169.tif,0.569042,20.5646
train,1117.tif,0.568943,16.5117
train,11170.tif,0.473993,18.7686
train,11171.tif,0.607527,20.3509
train,11172.tif,0.603594,21.1559
train,11173.tif,0.501671,18.7113
train,11174.tif,0.647387,21.6592
train,11175.tif,0.468947,19.2217
train,11176.tif,0.665433,20.7877
train,11177.tif,0.589409,20.9132
train,11178.tif,0.627721,21.3778
train,11179.tif,0.534775,20.0343
train,1118.tif,0.536587,21.3346
train,11180.tif,0.562308,20.9131
train,11181.tif,0.556147,19.8045
train,11182.tif,0.578734,20.7644
train,11183.tif,0.510884,19.1773
train,11184.tif,0.556168,20.0415
train,11185.tif,0.66979,20.7137
train,11186.tif,0.590102,22.0178
train,11187.tif,0.612911,20.7817
train,11188.tif,0.68579,22.2573
train,11189.tif,0.59091,20.4899
train,1119.tif,0.525857,20.2829
train,11190.tif,0.61849,20.7274
train,11191.tif,0.464213,19.5224
train,11192.tif,0.54824,20.3359
train,11193.tif,0.450204,18.7644
train,11194.tif,0.614821,20.7898
train,11195.tif,0.492523,19.3751
train,11196.tif,0.506753,20.1966
train,11197.tif,0.451807,18.6632
train,11198.tif,0.644846,20.0361
train,11199.tif,0.60177,20.0309
train,112.tif,0.617332,20.373
train,1120.tif,0.764849,22.5863
train,11200.tif,0.641601,21.6292
train,11201.tif,0.546857,20.2534
train,11202.tif,0.664379,22.0939
train,11203.tif,0.572818,19.1774
train,11204.tif,0.679378,21.9917
train,11205.tif,0.527033,20.1334
train,11206.tif,0.60287,19.3569
train,11207.tif,0.516919,19.4452
train,11208.tif,0.49989,17.8147
train,11209.tif,0.600771,21.4488
train,1121.tif,0.596879,22.2711
train,11210.tif,0.615872,20.3306
train,11211.tif,0.543916,20.2976
train,11212.tif,0.421728,17.4236
train,11213.tif,0.777499,24.0399
train,11214.tif,0.523434,20.1871
train,11215.tif,0.512026,18.3658
train,11216.tif,0.61122,21.4505
train,11217.tif,0.614473,20.0771
train,11218.tif,0.623063,22.5717
train,11219.tif,0.578847,19.8206
train,1122.tif,0.662632,20.3784
train,11220.tif,0.592966,20.7697
train,11221.tif,0.574445,20.7793
train,11222.tif,0.593893,20.7496
train,11223.tif,0.577206,21.8068
train,11224.tif,0.632567,21.2395
train,11225.tif,0.516333,20.3617
train,11226.tif,0.641109,22.4229
train,11227.tif,0.512368,19.9416
train,11228.tif,0.557164,20.1573
train,11229.tif,0.680477,23.0799
train,1123.tif,0.509805,17.7727
train,11230.tif,0.55965,20.9363
train,11231.tif,0.452591,17.3768
train,11232.tif,0.703567,24.6432
train,11233.tif,0.500699,17.2286
train,11234.tif,0.520859,20.3543
train,11235.tif,0.500932,19.8758
