split,file,ssim,psnr,lpips
train,6509.tif,0.625197,22.9755,0.277998
train,651.tif,0.512702,20.3897,0.308771
train,6510.tif,0.616686,21.6909,0.275473
train,6511.tif,0.630226,22.3706,0.279022
train,6512.tif,0.527622,20.7939,0.286188
train,6513.tif,0.608525,22.7384,0.273561
train,6514.tif,0.64144,20.0454,0.252039
train,6515.tif,0.745439,23.2474,0.226318
train,6516.tif,0.473702,18.5389,0.366403
train,6517.tif,0.619542,23.8089,0.314989
train,6518.tif,0.533543,20.6025,0.278437
train,6519.tif,0.708528,25.3345,0.241637
train,652.tif,0.536426,21.3706,0.355789
train,6520.tif,0.661716,23.0923,0.253788
train,6521.tif,0.540613,20.4058,0.298898
train,6522.tif,0.654438,21.2199,0.307724
train,6523.tif,0.618139,23.3125,0.261036
train,6524.tif,0.560748,21.9582,0.236717
train,6525.tif,0.481143,18.2084,0.371585
train,6526.tif,0.511564,19.3168,0.306269
train,6527.tif,0.628664,21.6879,0.338711
train,6528.tif,0.640738,20.1285,0.306076
train,6529.tif,0.661089,21.4586,0.354965
train,653.tif,0.447075,20.0085,0.307025
train,6530.tif,0.493845,19.0834,0.280655
train,6531.tif,0.663054,23.6599,0.273441
train,6532.tif,0.553971,19.0188,0.304869
train,6533.tif,0.648693,21.1898,0.297264
train,6534.tif,0.572925,20.2396,0.260874
train,6535.tif,0.618182,20.8391,0.328291
train,6536.tif,0.400014,21.0257,0.422118
train,6537.tif,0.649553,22.5549,0.243752
train,6538.tif,0.776873,24.9531,0.239436
train,6539.tif,0.57049,19.8407,0.315413
train,654.tif,0.719103,24.5516,0.295895
train,6540.tif,0.812888,24.291,0.234963
train,6541.tif,0.606232,20.8829,0.266004
train,6542.tif,0.816247,25.4069,0.1992
train,6543.tif,0.584253,21.5637,0.283843
train,6544.tif,0.666495,22.737,0.348725
train,6545.tif,0.630168,20.7436,0.279006
train,6546.tif,0.5606,20.3005,0.327514
train,6547.tif,0.72752,23.1627,0.254078
train,6548.tif,0.566042,18.7299,0.27538
train,6549.tif,0.620187,22.8689,0.2257
train,655.tif,0.471921,19.1681,0.32399
train,6550.tif,0.615535,22.5925,0.271332
train,6551.tif,0.668706,21.9084,0.307316
train,6552.tif,0.587316,19.156,0.279547
train,6553.tif,0.769994,22.6089,0.303807
train,6554.tif,0.814663,23.5237,0.267369
train,6555.tif,0.569956,21.7897,0.270296
train,6556.tif,0.588186,21.0693,0.279568
train,6557.tif,0.712226,23.4078,0.228673
train,6558.tif,0.458541,18.9133,0.325424
train,6559.tif,0.787771,23.7287,0.247318
train,656.tif,0.612317,22.0658,0.283838
train,6560.tif,0.473675,18.4215,0.303438
train,6561.tif,0.617491,22.2317,0.263256
train,6562.tif,0.77775,22.6005,0.216725
train,6563.tif,0.659627,23.4154,0.285847
train,6564.tif,0.658729,21.6032,0.251407
train,6565.tif,0.672646,22.2365,0.284033
train,6566.tif,0.588994,20.5058,0.313816
train,6567.tif,0.529149,19.3884,0.317546
train,6568.tif,0.420993,20.2837,0.358961
train,6569.tif,0.762095,24.4683,0.244926
train,657.tif,0.474491,20.3033,0.268854
train,6570.tif,0.649098,22.0862,0.28818
train,6571.tif,0.509546,20.4475,0.3052
train,6572.tif,0.637962,21.8362,0.315954
train,6573.tif,0.676054,23.8929,0.246397
train,6574.tif,0.613342,21.2875,0.295976
train,6575.tif,0.661333,23.0826,0.293247
train,6576.tif,0.582716,21.8859,0.260642
train,6577.tif,0.611897,22.2217,0.25572
train,6578.tif,0.654932,20.0668,0.266133
train,6579.tif,0.594174,20.7712,0.248941
train,658.tif,0.467235,18.6898,0.290317
train,6580.tif,0.45889,20.0462,0.337612
train,6581.tif,0.694268,23.6195,0.265448
train,6582.tif,0.495577,18.1193,0.386984
train,6583.tif,0.542331,19.8337,0.325399
train,6584.tif,0.68206,23.4599,0.228752
train,6585.tif,0.523469,21.2437,0.307652
train,6586.tif,0.688389,24.1203,0.225968
train,6587.tif,0.576599,22.3888,0.271095
train,6588.tif,0.531008,19.4267,0.282042
train,6589.tif,0.578655,22.3911,0.286045
train,659.tif,0.535997,21.5178,0.31988
train,6590.tif,0.495738,17.9098,0.322816
train,6591.tif,0.515936,20.7094,0.336599
train,6592.tif,0.73967,24.0424,0.280707
train,6593.tif,0.497359,20.0452,0.370844
train,6594.tif,0.508096,19.1279,0.349871
train,6595.tif,0.676867,22.0806,0.24553
train,6596.tif,0.597761,21.4251,0.257091
train,6597.tif,0.634943,22.7193,0.245796
train,6598.tif,0.604738,22.1048,0.274589
train,6599.tif,0.6686,22.4232,0.255833
train,66.tif,0.560505,20.0429,0.247645
train,660.tif,0.522365,20.1587,0.287238
train,6600.tif,0.546856,22.3097,0.280372
train,6601.tif,0.596075,21.4247,0.287341
train,6602.tif,0.649726,21.8966,0.251065
train,6603.tif,0.595153,20.2024,0.277519
train,6604.tif,0.572932,21.9314,0.24489
train,6605.tif,0.524019,19.8482,0.333105
train,6606.tif,0.561677,21.2417,0.250953
train,6607.tif,0.538705,22.1894,0.27722
train,6608.tif,0.548725,20.4503,0.346002
train,6609.tif,0.55491,21.8145,0.265235
train,661.tif,0.461916,19.5843,0.304002
train,6610.tif,0.68298,21.2542,0.287215
train,6611.tif,0.79508,22.4257,0.253562
train,6612.tif,0.65144,22.4449,0.257594
train,6613.tif,0.607578,21.816,0.298224
train,6614.tif,0.496054,18.5757,0.280967
train,6615.tif,0.767142,24.8702,0.224848
train,6616.tif,0.535532,20.1484,0.29681
train,6617.tif,0.847506,24.3614,0.201309
train,6618.tif,0.559986,20.5618,0.275221
train,6619.tif,0.636029,23.2821,0.36876
train,662.tif,0.468437,19.2276,0.285953
train,6620.tif,0.712767,23.3795,0.25263
train,6621.tif,0.572382,21.8921,0.283018
train,6622.tif,0.595768,20.1277,0.314722
train,6623.tif,0.570005,18.7831,0.296541
train,6624.tif,0.589724,22.2182,0.263493
train,6625.tif,0.701251,20.5237,0.282517
train,6626.tif,0.64835,22.2101,0.294749
train,6627.tif,0.463895,18.9823,0.334457
train,6628.tif,0.682191,24.1384,0.248739
train,6629.tif,0.496052,20.8195,0.302638
train,663.tif,0.417573,19.3846,0.365584
train,6630.tif,0.564055,22.8211,0.277679
train,6631.tif,0.512123,20.562,0.319137
train,6632.tif,0.566625,21.2885,0.257865
train,6633.tif,0.632869,22.5252,0.246172
train,6634.tif,0.514521,20.7952,0.348738
train,6635.tif,0.805034,25.193,0.29644
train,6636.tif,0.468075,19.555,0.302021
train,6637.tif,0.569206,19.8794,0.293461
train,6638.tif,0.532134,21.7001,0.294012
train,6639.tif,0.517722,19.4011,0.288801
train,664.tif,0.469773,20.2363,0.326647
train,6640.tif,0.643839,21.8384,0.328166
train,6641.tif,0.611139,23.208,0.245275
train,6642.tif,0.550878,21.0137,0.259317
train,6643.tif,0.74904,23.6273,0.230752
train,6644.tif,0.680435,22.9662,0.218421
train,6645.tif,0.763714,22.6136,0.314952
train,6646.tif,0.607137,22.42,0.276835
train,6647.tif,0.528946,20.7341,0.306435
train,6648.tif,0.525363,15.4713,0.362473
train,6649.tif,0.603899,23.0884,0.254854
train,665.tif,0.543061,21.2724,0.266297
train,6650.tif,0.677768,23.1196,0.231548
train,6651.tif,0.533628,17.6325,0.4032
train,6652.tif,0.561011,22.5265,0.320813
train,6653.tif,0.568974,21.8496,0.298562
train,6654.tif,0.642765,22.6636,0.308951
train,6655.tif,0.604003,22.2593,0.272724
train,6656.tif,0.699266,23.6557,0.222021
train,6657.tif,0.842223,24.682,0.21671
train,6658.tif,0.53034,19.3304,0.289283
train,6659.tif,0.61525,19.25,0.355149
train,666.tif,0.528372,18.6472,0.269491
train,6660.tif,0.566274,20.416,0.311064
train,6661.tif,0.559872,20.8771,0.246995
train,6662.tif,0.630533,22.7863,0.311833
train,6663.tif,0.741659,22.4838,0.259587
train,6664.tif,0.647129,22.7149,0.297786
train,6665.tif,0.823752,25.3717,0.274754
train,6666.tif,0.544471,20.1298,0.319096
train,6667.tif,0.744653,24.9546,0.349939
train,6668.tif,0.571596,22.3495,0.229894
train,6669.tif,0.589585,21.9877,0.290206
train,667.tif,0.504258,19.3117,0.292012
train,6670.tif,0.546843,21.5927,0.292666
train,6671.tif,0.570047,21.3007,0.28072
train,6672.tif,0.536633,21.7888,0.298348
train,6673.tif,0.570266,21.6932,0.28221
train,6674.tif,0.501587,22.0931,0.247898
train,6675.tif,0.648113,23.0729,0.246056
train,6676.tif,0.609392,20.6971,0.30522
train,6677.tif,0.579513,19.6445,0.310485
train,6678.tif,0.576979,21.0951,0.290956
train,6679.tif,0.674788,22.2116,0.282502
train,668.tif,0.604371,21.2608,0.264286
train,6680.tif,0.520702,17.7041,0.368192
train,6681.tif,0.690621,23.168,0.221356
train,6682.tif,0.451116,18.2619,0.323384
train,6683.tif,0.550377,20.5485,0.317203
train,6684.tif,0.618634,19.9659,0.334222
train,6685.tif,0.461406,18.9205,0.33636
train,6686.tif,0.578074,20.0299,0.303733
train,6687.tif,0.611597,23.2988,0.307575
train,6688.tif,0.628868,24.6471,0.296594
train,6689.tif,0.625953,20.6067,0.305638
train,669.tif,0.491553,20.1453,0.29264
train,6690.tif,0.601544,21.1444,0.29271
train,6691.tif,0.545542,21.983,0.313163
train,6692.tif,0.550664,22.2654,0.285375
train,6693.tif,0.613127,20.7853,0.239484
train,6694.tif,0.708306,24.519,0.262237
train,6695.tif,0.580642,22.1404,0.287302
train,6696.tif,0.608134,21.2461,0.339278
train,6697.tif,0.611836,22.6702,0.307081
train,6698.tif,0.791351,23.5046,0.257002
train,6699.tif,0.805761,26.2287,0.261464
train,67.tif,0.520456,22.0576,0.305141
train,670.tif,0.453717,19.4933,0.284152
train,6700.tif,0.721985,24.1141,0.218582
train,6701.tif,0.616315,23.0793,0.313278
train,6702.tif,0.598827,22.0502,0.286321
train,6703.tif,0.815068,24.9278,0.254058
train,6704.tif,0.594343,19.2319,0.360207
train,6705.tif,0.526537,16.8135,0.369411
train,6706.tif,0.575505,20.9557,0.32959
train,6707.tif,0.700033,22.7435,0.307714
train,6708.tif,0.60353,19.8985,0.291156
train,6709.tif,0.645121,21.9894,0.245138
train,671.tif,0.493678,19.6965,0.298585
train,6710.tif,0.557661,21.5149,0.271357
train,6711.tif,0.579421,21.0587,0.293036
train,6712.tif,0.756628,20.4284,0.263458
train,6713.tif,0.554773,20.616,0.276399
train,6714.tif,0.569743,21.4712,0.307443
train,6715.tif,0.596959,22.4967,0.272833
train,6716.tif,0.569945,20.5039,0.311693
train,6717.tif,0.550843,23.3212,0.248232
train,6718.tif,0.805251,23.7075,0.262621
train,6719.tif,0.591392,22.5506,0.27227
train,672.tif,0.478794,21.7913,0.281941
train,6720.tif,0.606852,20.0364,0.294009
train,6721.tif,0.559291,21.7014,0.28198
train,6722.tif,0.646636,21.9235,0.233504
train,6723.tif,0.573114,22.4095,0.261233
train,6724.tif,0.527968,22.155,0.264341
train,6725.tif,0.545813,19.8569,0.301787
train,6726.tif,0.550815,21.5097,0.276874
train,6727.tif,0.634685,21.5393,0.245768
train,6728.tif,0.588684,23.2081,0.30877
train,6729.tif,0.667741,23.4993,0.265451
train,673.tif,0.514848,19.4324,0.326329
train,6730.tif,0.789079,23.3006,0.248362
train,6731.tif,0.534127,20.5661,0.27439
train,6732.tif,0.675098,24.3344,0.21793
train,6733.tif,0.76757,23.1067,0.234517
train,6734.tif,0.596811,21.6293,0.278761
train,6735.tif,0.663845,22.7524,0.258316
train,6736.tif,0.748141,23.6046,0.235522
train,6737.tif,0.635171,22.4723,0.29956
train,6738.tif,0.514509,20.7307,0.257891
train,6739.tif,0.701949,22.2752,0.282619
train,674.tif,0.628097,22.7422,0.251012
train,6740.tif,0.73819,25.2366,0.219132
train,6741.tif,0.597787,21.2108,0.261036
train,6742.tif,0.517749,20.6606,0.296469
train,6743.tif,0.65982,23.3139,0.281615
train,6744.tif,0.595896,23.1499,0.250002
train,6745.tif,0.610436,20.8859,0.30179
train,6746.tif,0.582502,18.0352,0.304726
train,6747.tif,0.595494,21.8415,0.272529
train,6748.tif,0.708412,22.5468,0.375358
train,6749.tif,0.4418,19.0082,0.321818
train,675.tif,0.433304,19.6356,0.323809
train,6750.tif,0.413526,19.74,0.404208
train,6751.tif,0.75356,23.1565,0.295475
train,6752.tif,0.590294,21.2795,0.272605
train,6753.tif,0.504031,18.0948,0.283048
train,6754.tif,0.70615,18.3521,0.330164
train,6755.tif,0.698753,23.5981,0.349718
train,6756.tif,0.745383,24.0902,0.245547
train,6757.tif,0.582468,20.7848,0.320013
train,6758.tif,0.695107,20.9909,0.228832
train,6759.tif,0.47729,18.4837,0.34315
train,676.tif,0.477182,20.0765,0.279746
train,6760.tif,0.733211,25.1136,0.243772
train,6761.tif,0.596697,23.92,0.276919
train,6762.tif,0.649828,20.1764,0.266249
train,6763.tif,0.568732,22.3463,0.273955
train,6764.tif,0.562799,21.8447,0.271134
train,6765.tif,0.588219,21.0578,0.278285
train,6766.tif,0.692529,22.469,0.285613
train,6767.tif,0.619808,22.6141,0.256412
train,6768.tif,0.636447,23.0088,0.290579
train,6769.tif,0.508788,20.027,0.296322
train,677.tif,0.531742,20.6353,0.257058
train,6770.tif,0.687003,21.8316,0.290996
train,6771.tif,0.593843,20.7827,0.269792
train,6772.tif,0.5825,18.7341,0.326367
train,6773.tif,0.596591,20.0049,0.284413
train,6774.tif,0.60904,21.4733,0.321442
train,6775.tif,0.749155,24.0069,0.258207
train,6776.tif,0.550353,20.857,0.289512
train,6777.tif,0.566191,21.345,0.292617
train,6778.tif,0.703948,21.0477,0.327036
train,6779.tif,0.776762,24.0674,0.217823
train,678.tif,0.535898,21.6665,0.358141
train,6780.tif,0.6835,24.0315,0.249269
train,6781.tif,0.570281,21.597,0.319491
train,6782.tif,0.714036,22.957,0.250386
train,6783.tif,0.625586,22.4001,0.25129
train,6784.tif,0.534814,22.8681,0.289594
train,6785.tif,0.596339,22.9919,0.245026
train,6786.tif,0.519644,21.6857,0.30151
train,6787.tif,0.584,22.1962,0.237694
train,6788.tif,0.506482,17.6416,0.327741
train,6789.tif,0.517137,19.3506,0.266618
train,679.tif,0.473892,20.3952,0.254126
train,6790.tif,0.576467,19.6967,0.285315
train,6791.tif,0.651655,23.4146,0.290016
train,6792.tif,0.607703,17.0699,0.311912
train,6793.tif,0.667774,21.7378,0.277578
train,6794.tif,0.742935,22.4871,0.330989
train,6795.tif,0.541645,21.608,0.273664
train,6796.tif,0.536404,20.6289,0.290575
train,6797.tif,0.708945,25.2069,0.223333
train,6798.tif,0.509315,19.9133,0.25826
train,6799.tif,0.54544,20.2243,0.32653
train,68.tif,0.652404,19.579,0.260069
train,680.tif,0.456527,18.6898,0.310864
train,6800.tif,0.600396,20.5572,0.275087
train,6801.tif,0.578689,22.2867,0.297101
train,6802.tif,0.60095,21.5713,0.281928
train,6803.tif,0.654402,23.3473,0.27637
train,6804.tif,0.613219,20.2344,0.353459
train,6805.tif,0.572425,21.8315,0.30086
train,6806.tif,0.706061,24.9719,0.277827
train,6807.tif,0.552277,20.3844,0.302289
train,6808.tif,0.53473,14.9214,0.340988
train,6809.tif,0.675717,23.5147,0.245465
train,681.tif,0.544711,20.8495,0.285249
train,6810.tif,0.614139,21.7095,0.284126
train,6811.tif,0.701203,22.4196,0.226276
train,6812.tif,0.848049,24.6943,0.154636
train,6813.tif,0.582074,18.7944,0.273097
train,6814.tif,0.653039,21.3105,0.253079
train,6815.tif,0.577229,21.3617,0.277559
train,6816.tif,0.599764,22.6711,0.242777
train,6817.tif,0.610298,19.6003,0.312498
train,6818.tif,0.641465,22.677,0.272431
train,6819.tif,0.518289,21.3327,0.308397
train,682.tif,0.448887,20.1424,0.272413
train,6820.tif,0.576351,21.6446,0.260056
train,6821.tif,0.618094,21.597,0.342786
train,6822.tif,0.580931,23.0299,0.276223
train,6823.tif,0.553478,20.1023,0.293126
train,6824.tif,0.455311,19.5433,0.342049
train,6825.tif,0.746615,22.2674,0.380854
train,6826.tif,0.710797,22.4814,0.202592
train,6827.tif,0.707655,23.2749,0.23174
train,6828.tif,0.623547,21.7252,0.305734
train,6829.tif,0.587024,21.2859,0.266568
train,683.tif,0.457302,19.3356,0.271885
train,6830.tif,0.503151,17.6039,0.39804
train,6831.tif,0.597425,22.2215,0.283496
train,6832.tif,0.589607,20.6938,0.293707
train,6833.tif,0.556001,22.002,0.258919
train,6834.tif,0.623746,20.3751,0.315927
train,6835.tif,0.600009,22.4392,0.301744
train,6836.tif,0.575962,15.2432,0.349326
train,6837.tif,0.500461,20.9206,0.305963
train,6838.tif,0.527259,19.4427,0.312813
train,6839.tif,0.725355,21.5078,0.397628
train,684.tif,0.487982,20.7355,0.287751
train,6840.tif,0.733303,22.9442,0.316219
train,6841.tif,0.542696,20.3939,0.310516
train,6842.tif,0.535608,20.0856,0.306753
train,6843.tif,0.675586,22.5388,0.289779
train,6844.tif,0.603464,19.7826,0.293133
train,6845.tif,0.486977,18.7338,0.31492
train,6846.tif,0.493529,20.0897,0.366662
train,6847.tif,0.417878,19.4017,0.364683
train,6848.tif,0.562748,21.6536,0.266764
train,6849.tif,0.533051,20.6074,0.319889
train,685.tif,0.497005,20.2272,0.266536
train,6850.tif,0.823698,23.7576,0.200778
train,6851.tif,0.472708,21.4693,0.273015
train,6852.tif,0.549681,21.1675,0.290907
train,6853.tif,0.677212,20.8443,0.325043
train,6854.tif,0.491325,19.1601,0.319609
train,6855.tif,0.697423,21.7852,0.28597
train,6856.tif,0.637155,21.7334,0.282236
train,6857.tif,0.676881,22.5364,0.231706
train,6858.tif,0.631141,21.7635,0.258343
train,6859.tif,0.651586,24.371,0.269102
train,686.tif,0.469614,19.6276,0.304927
train,6860.tif,0.518378,21.6372,0.277315
train,6861.tif,0.751093,23.3736,0.242435
train,6862.tif,0.670169,21.9648,0.248764
train,6863.tif,0.779294,25.7954,0.249631
train,6864.tif,0.78249,25.0888,0.298413
train,6865.tif,0.645996,23.6418,0.265211
train,6866.tif,0.718653,24.1866,0.225713
train,6867.tif,0.611117,21.2881,0.292526
train,6868.tif,0.590771,21.5843,0.23329
train,6869.tif,0.526558,21.2332,0.278569
train,687.tif,0.458328,19.6521,0.313588
train,6870.tif,0.516105,20.2911,0.229742
train,6871.tif,0.597157,22.2505,0.22179
train,6872.tif,0.646173,22.9338,0.256252
train,6873.tif,0.46958,20.6964,0.289004
train,6874.tif,0.707414,24.0518,0.212969
train,6875.tif,0.522267,19.826,0.286662
train,6876.tif,0.582859,21.5235,0.269142
train,6877.tif,0.7709,25.0029,0.186448
train,6878.tif,0.532432,20.11,0.281343
train,6879.tif,0.432612,18.6895,0.24656
train,688.tif,0.433797,19.1947,0.318713
train,6880.tif,0.489244,20.8801,0.245203
train,6881.tif,0.695955,22.397,0.220574
train,6882.tif,0.712877,21.7762,0.327429
train,6883.tif,0.507474,20.6907,0.270892
train,6884.tif,0.615881,23.0444,0.240617
train,6885.tif,0.73677,24.6169,0.234371
train,6886.tif,0.591033,22.1909,0.291764
train,6887.tif,0.653883,21.7967,0.222294
train,6888.tif,0.571943,20.5534,0.25097
train,6889.tif,0.531681,20.5412,0.284379
train,689.tif,0.439238,19.7649,0.309347
train,6890.tif,0.726354,23.2087,0.218543
train,6891.tif,0.710025,23.5722,0.236919
train,6892.tif,0.4973,20.9651,0.276461
train,6893.tif,0.58951,22.861,0.232911
train,6894.tif,0.609386,23.0456,0.365799
train,6895.tif,0.580091,21.8395,0.271806
train,6896.tif,0.604449,22.1443,0.258647
train,6897.tif,0.533804,18.5104,0.403088
train,6898.tif,0.451955,18.249,0.289363
train,6899.tif,0.560275,22.0576,0.234787
train,69.tif,0.548522,20.1398,0.301635
train,690.tif,0.522631,17.7829,0.321589
train,6900.tif,0.585915,22.5445,0.247641
train,6901.tif,0.670489,22.9181,0.367714
train,6902.tif,0.590885,22.0952,0.284008
train,6903.tif,0.660166,20.8116,0.350954
train,6904.tif,0.546335,20.2842,0.334296
train,6905.tif,0.486733,19.9794,0.316299
train,6906.tif,0.690754,24.7363,0.210813
train,6907.tif,0.594198,17.9075,0.275309
train,6908.tif,0.664442,23.394,0.221237
train,6909.tif,0.616467,20.9835,0.247561
train,691.tif,0.564218,20.9778,0.262811
train,6910.tif,0.484627,19.8818,0.284571
train,6911.tif,0.477082,20.4012,0.251793
train,6912.tif,0.639616,23.6172,0.265443
train,6913.tif,0.632551,22.1697,0.23326
train,6914.tif,0.587048,21.1304,0.299466
train,6915.tif,0.570462,22.6755,0.249408
train,6916.tif,0.673056,23.526,0.252797
train,6917.tif,0.520293,18.74,0.2522
train,6918.tif,0.653122,21.3784,0.279853
train,6919.tif,0.584331,19.9097,0.310924
train,692.tif,0.559297,21.733,0.304356
train,6920.tif,0.65775,23.4705,0.261208
train,6921.tif,0.49765,20.2181,0.311576
train,6922.tif,0.71897,24.5456,0.220797
train,6923.tif,0.515298,20.4954,0.276956
train,6924.tif,0.542766,18.9076,0.266181
train,6925.tif,0.44857,20.413,0.259497
train,6926.tif,0.724848,24.7231,0.220403
train,6927.tif,0.616678,20.2372,0.241065
train,6928.tif,0.605748,20.2975,0.278316
train,6929.tif,0.65504,23.2172,0.231984
train,693.tif,0.46617,19.8808,0.298399
train,6930.tif,0.598414,21.1808,0.341457
train,6931.tif,0.49785,20.9284,0.263229
train,6932.tif,0.451338,20.5676,0.268682
train,6933.tif,0.707586,23.7014,0.30569
train,6934.tif,0.653955,23.033,0.237201
train,6935.tif,0.654131,22.01,0.233538
train,6936.tif,0.733628,24.6321,0.240144
train,6937.tif,0.528981,18.6798,0.262107
train,6938.tif,0.690731,23.8557,0.22218
train,6939.tif,0.53707,22.2774,0.254935
train,694.tif,0.632358,21.7786,0.301352
train,6940.tif,0.558155,20.7484,0.231936
train,6941.tif,0.668376,22.2806,0.219474
train,6942.tif,0.605273,21.3579,0.241699
train,6943.tif,0.629454,23.4275,0.24813
train,6944.tif,0.682111,24.114,0.225501
train,6945.tif,0.479164,20.2874,0.285766
train,6946.tif,0.590886,20.779,0.266709
train,6947.tif,0.673198,21.9364,0.237028
train,6948.tif,0.488332,19.3383,0.267741
train,6949.tif,0.456291,21.3021,0.259748
train,695.tif,0.567775,22.4033,0.266618
train,6950.tif,0.637106,21.8242,0.327682
train,6951.tif,0.50994,21.0058,0.213372
train,6952.tif,0.511947,22.7439,0.244326
train,6953.tif,0.420536,19.2503,0.293482
train,6954.tif,0.598273,20.821,0.272863
train,6955.tif,0.685405,24.5446,0.214756
train,6956.tif,0.481639,20.0189,0.27919
train,6957.tif,0.476489,20.3174,0.252067
